tsr_state_id,tsr_state_name,bsr_state_id,bsr_state_name,mapping_type,confidence,notes
208,Luga,883,STATE_883,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=RUS; bsr_tags=EST SOV
209,Pskov,890,STATE_890,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=RUS; bsr_tags=EST LIV SOV
210,Nevel,209,STATE_209,manual,0.231,incompatible province overlap rejected for automatic overlay; province_overlap=3; tsr_tags=RUS; bsr_tags=SOV
210,Nevel,263,STATE_263,manual,0.250,incompatible province overlap rejected for automatic overlay; province_overlap=3; tsr_tags=RUS; bsr_tags=SOV
213,STATE_213,1382,STATE_1382,manual,0.889,incompatible province overlap rejected for automatic overlay; province_overlap=8; tsr_tags=RUS SMI; bsr_tags=SOV
213,STATE_213,928,STATE_928,manual,0.125,incompatible province overlap rejected for automatic overlay; province_overlap=2; tsr_tags=RUS SMI; bsr_tags=KAR SOV
213,STATE_213,1068,STATE_1068,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=RUS SMI; bsr_tags=FIN
213,STATE_213,1067,STATE_1067,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=RUS SMI; bsr_tags=FIN
213,STATE_213,929,STATE_929,manual,0.077,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=RUS SMI; bsr_tags=KAR SOV
214,STATE_214,1255,STATE_1255,manual,0.733,incompatible province overlap rejected for automatic overlay; province_overlap=11; tsr_tags=RUS; bsr_tags=SOV
217,STATE_217,930,STATE_930,manual,0.600,incompatible province overlap rejected for automatic overlay; province_overlap=6; tsr_tags=RUS; bsr_tags=SOV
217,STATE_217,238,STATE_238,manual,0.133,incompatible province overlap rejected for automatic overlay; province_overlap=2; tsr_tags=RUS; bsr_tags=DON SOV
217,STATE_217,237,STATE_237,manual,0.133,incompatible province overlap rejected for automatic overlay; province_overlap=2; tsr_tags=RUS; bsr_tags=KLY SOV
218,STATE_218,234,STATE_234,manual,0.250,incompatible province overlap rejected for automatic overlay; province_overlap=2; tsr_tags=RUS; bsr_tags=KUB SOV
224,STATE_224,927,STATE_927,manual,0.833,incompatible province overlap rejected for automatic overlay; province_overlap=5; tsr_tags=RUS; bsr_tags=MUS SOV
224,STATE_224,219,STATE_219,manual,0.059,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=RUS; bsr_tags=MUS SOV
224,STATE_224,1598,STATE_1598,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=RUS; bsr_tags=MUS SOV
230,STATE_230,1004,STATE_1004,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=ARM RUS; bsr_tags=AZR SOV
233,STATE_233,1002,STATE_1002,manual,0.400,incompatible province overlap rejected for automatic overlay; province_overlap=2; tsr_tags=RUS; bsr_tags=ABH GEO SOV
233,STATE_233,1326,STATE_1326,manual,0.250,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=RUS; bsr_tags=CIR KBR SOV
234,STATE_234,1320,STATE_1320,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=13; tsr_tags=RUS; bsr_tags=CIR KUB SOV
236,STATE_236,1121,STATE_1121,manual,0.444,incompatible province overlap rejected for automatic overlay; province_overlap=4; tsr_tags=RUS; bsr_tags=KLY SOV
237,STATE_237,1121,STATE_1121,manual,0.556,incompatible province overlap rejected for automatic overlay; province_overlap=5; tsr_tags=KAL RUS; bsr_tags=KLY SOV
237,STATE_237,235,STATE_235,manual,0.087,incompatible province overlap rejected for automatic overlay; province_overlap=2; tsr_tags=KAL RUS; bsr_tags=KLY SOV
237,STATE_237,238,STATE_238,manual,0.050,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=KAL RUS; bsr_tags=DON SOV
239,STATE_239,401,STATE_401,manual,0.208,incompatible province overlap rejected for automatic overlay; province_overlap=5; tsr_tags=RUS; bsr_tags=SOV
240,Belgorod,1653,STATE_1653,manual,0.111,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=RUS; bsr_tags=DON SOV
241,Gomel,1452,STATE_1452,manual,0.500,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=BLR RUS; bsr_tags=MUS SOV
242,STATE_242,243,STATE_243,manual,0.500,incompatible province overlap rejected for automatic overlay; province_overlap=4; tsr_tags=RUS; bsr_tags=MUS SOV
242,STATE_242,1162,STATE_1162,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=2; tsr_tags=RUS; bsr_tags=MUS SOV
243,STATE_243,242,STATE_242,manual,0.444,incompatible province overlap rejected for automatic overlay; province_overlap=4; tsr_tags=RUS; bsr_tags=MUS SOV
243,STATE_243,1452,STATE_1452,manual,0.500,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=RUS; bsr_tags=MUS SOV
244,Volkhov,208,STATE_208,manual,0.125,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=RUS; bsr_tags=SOV
245,Millerovo,1653,STATE_1653,manual,0.556,incompatible province overlap rejected for automatic overlay; province_overlap=5; tsr_tags=RUS; bsr_tags=DON SOV
245,Millerovo,218,STATE_218,manual,0.333,incompatible province overlap rejected for automatic overlay; province_overlap=3; tsr_tags=RUS; bsr_tags=DON SOV
246,STATE_246,1164,STATE_1164,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=4; tsr_tags=RUS; bsr_tags=MUS SOV
249,STATE_249,256,STATE_256,manual,0.120,incompatible province overlap rejected for automatic overlay; province_overlap=3; tsr_tags=RUS TAT; bsr_tags=SOV
250,STATE_250,255,STATE_255,manual,0.400,incompatible province overlap rejected for automatic overlay; province_overlap=8; tsr_tags=RUS; bsr_tags=SOV
251,STATE_251,250,STATE_250,manual,0.077,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=RUS; bsr_tags=IDL SOV
252,STATE_252,256,STATE_256,manual,0.040,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=RUS; bsr_tags=SOV
256,STATE_256,252,STATE_252,manual,0.444,incompatible province overlap rejected for automatic overlay; province_overlap=4; tsr_tags=CHU RUS; bsr_tags=SOV
260,Voronezh,1653,STATE_1653,manual,0.222,incompatible province overlap rejected for automatic overlay; province_overlap=2; tsr_tags=RUS; bsr_tags=DON SOV
262,Pechora,214,STATE_214,manual,0.222,incompatible province overlap rejected for automatic overlay; province_overlap=2; tsr_tags=KOM RUS; bsr_tags=SOV
263,STATE_263,1161,STATE_1161,manual,0.889,incompatible province overlap rejected for automatic overlay; province_overlap=8; tsr_tags=RUS; bsr_tags=SOV
265,STATE_265,245,STATE_245,manual,0.083,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=RUS; bsr_tags=DON SOV
265,STATE_265,1653,STATE_1653,manual,0.111,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=RUS; bsr_tags=DON SOV
271,STATE_271,1795,STATE_1795,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=ETH ITA ORO; bsr_tags=GER POL
283,STATE_283,1308,STATE_1308,manual,0.833,incompatible province overlap rejected for automatic overlay; province_overlap=5; tsr_tags=XIC; bsr_tags=CHI NEA PRC
283,STATE_283,1520,STATE_1520,manual,0.750,incompatible province overlap rejected for automatic overlay; province_overlap=3; tsr_tags=XIC; bsr_tags=CHI NEA PRC
283,STATE_283,2022,STATE_2022,manual,0.250,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=XIC; bsr_tags=CHI PRC
283,STATE_283,1780,STATE_1780,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=XIC; bsr_tags=CHI PRC XSM
286,STATE_286,1084,STATE_1084,manual,0.167,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=CHM DAS VIN; bsr_tags=CAM FRA
290,STATE_290,1336,STATE_1336,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=RIF; bsr_tags=MOR SPR TNG
290,STATE_290,1044,STATE_1044,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=RIF; bsr_tags=MOR SPR
290,STATE_290,1043,STATE_1043,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=RIF; bsr_tags=MOR SPR
295,STATE_295,1176,STATE_1176,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=BEL COG; bsr_tags=ITA LBA
295,STATE_295,1195,STATE_1195,manual,0.250,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=BEL COG; bsr_tags=USA
299,STATE_299,64,STATE_64,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=ENG; bsr_tags=GER PRE
334,STATE_334,1111,STATE_1111,manual,0.143,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=INS; bsr_tags=ETH ITA SOM
335,Java,2006,STATE_2006,manual,0.500,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=INS; bsr_tags=TUR
336,STATE_336,1773,STATE_1773,manual,0.333,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=DAS MAL; bsr_tags=GGO POL
340,STATE_340,1206,STATE_1206,manual,0.333,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=TUR; bsr_tags=SAF
340,STATE_340,681,STATE_681,manual,0.333,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=TUR; bsr_tags=SAF
341,STATE_341,1207,STATE_1207,manual,0.200,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=GRE TUR; bsr_tags=SAF
341,STATE_341,1211,STATE_1211,manual,0.333,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=GRE TUR; bsr_tags=SAF
344,STATE_344,1214,STATE_1214,manual,0.500,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=TUR; bsr_tags=SAF
347,STATE_347,1206,STATE_1206,manual,0.333,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=TUR; bsr_tags=SAF
350,STATE_350,719,STATE_719,manual,0.333,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=KUR TUR; bsr_tags=SAF TRV
350,STATE_350,1210,STATE_1210,manual,0.250,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=KUR TUR; bsr_tags=SAF
350,STATE_350,1207,STATE_1207,manual,0.200,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=KUR TUR; bsr_tags=SAF
351,Vologda,1371,STATE_1371,manual,0.960,incompatible province overlap rejected for automatic overlay; province_overlap=24; tsr_tags=RUS; bsr_tags=SOV
351,Vologda,1255,STATE_1255,manual,0.080,incompatible province overlap rejected for automatic overlay; province_overlap=2; tsr_tags=RUS; bsr_tags=SOV
351,Vologda,17,STATE_17,manual,0.200,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=RUS; bsr_tags=BGN FRA GER
353,STATE_353,1208,STATE_1208,manual,0.250,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=KUR TUR; bsr_tags=SAF
354,STATE_354,1218,STATE_1218,manual,0.500,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=ARM TUR; bsr_tags=SAF TRV
397,STATE_397,214,STATE_214,manual,0.231,incompatible province overlap rejected for automatic overlay; province_overlap=3; tsr_tags=KOM RUS; bsr_tags=SOV
398,STATE_398,1360,STATE_1360,manual,0.429,incompatible province overlap rejected for automatic overlay; province_overlap=3; tsr_tags=RUS; bsr_tags=KOM SOV
398,STATE_398,581,STATE_581,manual,0.200,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=RUS; bsr_tags=KOM SOV
400,STATE_400,399,STATE_399,manual,0.600,incompatible province overlap rejected for automatic overlay; province_overlap=24; tsr_tags=RUS; bsr_tags=KOM SOV
400,STATE_400,785,STATE_785,manual,0.333,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=RUS; bsr_tags=FRA GER
402,STATE_402,1120,STATE_1120,manual,0.250,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=KAZ RUS; bsr_tags=IDL SOV
405,Tashkent,1469,STATE_1469,manual,0.200,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=RUS UZB; bsr_tags=KAZ SOV
408,STATE_408,717,STATE_717,manual,0.043,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=FER RUS VLA; bsr_tags=CHI MAN PRC
412,STATE_412,829,STATE_829,manual,0.333,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=PER; bsr_tags=MOL SOV UKR
423,STATE_423,425,Mysore,manual,0.400,incompatible province overlap rejected for automatic overlay; province_overlap=2; tsr_tags=DRV; bsr_tags=RAJ
426,Orissa,1947,Madras,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=3; tsr_tags=IND; bsr_tags=RAJ
427,STATE_427,424,Madras,manual,0.176,incompatible province overlap rejected for automatic overlay; province_overlap=3; tsr_tags=HYD; bsr_tags=RAJ
427,STATE_427,429,STATE_429,manual,0.118,incompatible province overlap rejected for automatic overlay; province_overlap=2; tsr_tags=HYD; bsr_tags=RAJ
429,Bombay,428,STATE_428,manual,0.188,incompatible province overlap rejected for automatic overlay; province_overlap=3; tsr_tags=IND MRA; bsr_tags=RAJ
429,Bombay,427,STATE_427,manual,0.062,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=IND MRA; bsr_tags=HYD RAJ
431,STATE_431,1272,STATE_1272,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=4; tsr_tags=BAN IND; bsr_tags=RAJ
431,STATE_431,1869,STATE_1869,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=BAN IND; bsr_tags=RAJ
432,STATE_432,1812,STATE_1812,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=BAN; bsr_tags=RAJ
435,STATE_435,438,STATE_438,manual,0.118,incompatible province overlap rejected for automatic overlay; province_overlap=2; tsr_tags=IND; bsr_tags=RAJ
436,"Central provinces, was Jabalpur",427,STATE_427,manual,0.176,incompatible province overlap rejected for automatic overlay; province_overlap=3; tsr_tags=IND; bsr_tags=HYD RAJ
438,STATE_438,1342,STATE_1342,manual,0.800,incompatible province overlap rejected for automatic overlay; province_overlap=4; tsr_tags=IND; bsr_tags=RAJ
439,STATE_439,438,STATE_438,manual,0.500,incompatible province overlap rejected for automatic overlay; province_overlap=2; tsr_tags=IND; bsr_tags=RAJ
440,STATE_440,1343,STATE_1343,manual,0.667,incompatible province overlap rejected for automatic overlay; province_overlap=2; tsr_tags=KHL PAK; bsr_tags=PUN RAJ
441,STATE_441,984,STATE_984,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=KAS KHL; bsr_tags=KSH RAJ TIB
455,STATE_455,1238,STATE_1238,manual,0.500,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=SYR; bsr_tags=ENG JOR
466,STATE_466,1984,STATE_1984,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=CAN QUE; bsr_tags=GAL GER POL
488,STATE_488,1174,STATE_1174,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=VEN; bsr_tags=CHA FRA
490,STATE_490,787,STATE_787,manual,0.250,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=ECU PRU; bsr_tags=KSH PAK RAJ
490,STATE_490,759,STATE_759,manual,0.250,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=ECU PRU; bsr_tags=CHI PRC SIK TUG
491,STATE_491,1069,STATE_1069,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=PRU; bsr_tags=ITA LBA
492,STATE_492,974,STATE_974,manual,0.500,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=PRU; bsr_tags=ENG
492,STATE_492,1056,STATE_1056,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=PRU; bsr_tags=NMB SAF
494,STATE_494,1063,STATE_1063,manual,0.333,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=PRU; bsr_tags=BUL GRE
495,STATE_495,263,STATE_263,manual,0.250,incompatible province overlap rejected for automatic overlay; province_overlap=3; tsr_tags=BRA; bsr_tags=SOV
495,STATE_495,821,STATE_821,manual,0.667,incompatible province overlap rejected for automatic overlay; province_overlap=2; tsr_tags=BRA; bsr_tags=FRA OCC SRD
495,STATE_495,1132,STATE_1132,manual,0.500,incompatible province overlap rejected for automatic overlay; province_overlap=2; tsr_tags=BRA; bsr_tags=FRA SRD
495,STATE_495,1155,STATE_1155,manual,0.667,incompatible province overlap rejected for automatic overlay; province_overlap=2; tsr_tags=BRA; bsr_tags=HEJ SAU
495,STATE_495,679,STATE_679,manual,0.400,incompatible province overlap rejected for automatic overlay; province_overlap=2; tsr_tags=BRA; bsr_tags=HEJ SAU
495,STATE_495,1163,Karma,manual,0.167,incompatible province overlap rejected for automatic overlay; province_overlap=2; tsr_tags=BRA; bsr_tags=BLR SOV
495,STATE_495,1173,STATE_1173,manual,0.400,incompatible province overlap rejected for automatic overlay; province_overlap=2; tsr_tags=BRA; bsr_tags=FRA MRT
495,STATE_495,1549,STATE_1549,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=BRA; bsr_tags=BUL GRE THR
495,STATE_495,1141,STATE_1141,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=BRA; bsr_tags=BUL THR
495,STATE_495,1429,STATE_1429,manual,0.500,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=BRA; bsr_tags=GER GRE THR
495,STATE_495,1142,STATE_1142,manual,0.333,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=BRA; bsr_tags=BUL THR
495,STATE_495,1116,STATE_1116,manual,0.333,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=BRA; bsr_tags=THR TUR
495,STATE_495,1938,STATE_1938,manual,0.200,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=BRA; bsr_tags=FRA JAP TON VIN
495,STATE_495,1071,STATE_1071,manual,0.200,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=BRA; bsr_tags=ITA LBA
495,STATE_495,1144,STATE_1144,manual,0.200,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=BRA; bsr_tags=ITA LBA
495,STATE_495,1980,STATE_1980,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=BRA; bsr_tags=ERI ITA
495,STATE_495,101,STATE_101,manual,0.167,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=BRA; bsr_tags=DEN GRL
495,STATE_495,547,STATE_547,manual,0.100,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=BRA; bsr_tags=ENG KEN
495,STATE_495,18,STATE_18,manual,0.250,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=BRA; bsr_tags=BGN FRA GER
495,STATE_495,1498,STATE_1498,manual,0.333,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=BRA; bsr_tags=HEJ SAU
495,STATE_495,1271,STATE_1271,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=BRA; bsr_tags=SWI
495,STATE_495,1847,STATE_1847,manual,0.143,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=BRA; bsr_tags=HEJ SAU
495,STATE_495,1568,STATE_1568,manual,0.250,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=BRA; bsr_tags=HEJ SAU
495,STATE_495,1154,STATE_1154,manual,0.333,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=BRA; bsr_tags=ENG IRQ JBS
495,STATE_495,1153,STATE_1153,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=BRA; bsr_tags=FRA JBS SYR
495,STATE_495,1139,STATE_1139,manual,0.500,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=BRA; bsr_tags=GER GRE
495,STATE_495,975,STATE_975,manual,0.500,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=BRA; bsr_tags=GER GRE
495,STATE_495,1161,STATE_1161,manual,0.111,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=BRA; bsr_tags=SOV
495,STATE_495,1165,STATE_1165,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=BRA; bsr_tags=BLR SOV
495,STATE_495,98,STATE_98,manual,0.333,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=BRA; bsr_tags=GER POL
495,STATE_495,804,STATE_804,manual,0.250,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=BRA; bsr_tags=DEN GER SHL
495,STATE_495,1612,STATE_1612,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=BRA; bsr_tags=CZE MRV PBM
495,STATE_495,1172,STATE_1172,manual,0.200,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=BRA; bsr_tags=ALG FRA
498,STATE_498,896,STATE_896,manual,0.500,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=BRA; bsr_tags=FRA RCG
506,Antofagasta,9,STATE_9,manual,0.167,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=CHL; bsr_tags=CZE PBM
506,Antofagasta,432,STATE_432,manual,0.167,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=CHL; bsr_tags=RAJ
506,Antofagasta,290,STATE_290,manual,0.250,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=CHL; bsr_tags=MOR SPR
508,Tucuman,825,STATE_825,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=ARG; bsr_tags=MCO
508,Tucuman,827,STATE_827,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=ARG; bsr_tags=SMR
514,Algerian Desert,1128,STATE_1128,manual,0.286,incompatible province overlap rejected for automatic overlay; province_overlap=2; tsr_tags=ALG; bsr_tags=MZB POR
514,Algerian Desert,295,STATE_295,manual,0.077,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=ALG; bsr_tags=BEL COG
514,Algerian Desert,1550,STATE_1550,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=ALG; bsr_tags=FRA TAH
514,Algerian Desert,1106,STATE_1106,manual,0.500,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=ALG; bsr_tags=MOR SPR
514,Algerian Desert,495,STATE_495,manual,0.143,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=ALG; bsr_tags=BRA
514,Algerian Desert,1118,STATE_1118,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=ALG; bsr_tags=ENG ISR PAL
514,Algerian Desert,1539,STATE_1539,manual,0.200,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=ALG; bsr_tags=BEL COG KTG
515,STATE_515,1941,STATE_1941,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=AOC NGR; bsr_tags=SAF TRV
516,Taymyria / Dudinka,1169,STATE_1169,manual,0.250,incompatible province overlap rejected for automatic overlay; province_overlap=3; tsr_tags=RUS TAY; bsr_tags=SIB SOV
516,Taymyria / Dudinka,1420,STATE_1420,manual,0.600,incompatible province overlap rejected for automatic overlay; province_overlap=3; tsr_tags=RUS TAY; bsr_tags=SIB SOV
527,STATE_527,1315,STATE_1315,manual,0.250,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=KOR; bsr_tags=CHI GXC PRC
527,STATE_527,599,STATE_599,manual,0.071,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=KOR; bsr_tags=CHI GXC PRC
540,STATE_540,1195,STATE_1195,manual,0.250,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=ANG POR; bsr_tags=USA
540,STATE_540,1064,STATE_1064,manual,0.333,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=ANG POR; bsr_tags=USA
550,STATE_550,1668,STATE_1668,manual,0.667,incompatible province overlap rejected for automatic overlay; province_overlap=2; tsr_tags=ERI; bsr_tags=CAN
552,STATE_552,1565,STATE_1565,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=EGY; bsr_tags=CAN
