bsr_state_id,bsr_state_name,tsr_state_id,tsr_state_name,issue
13,STATE_13,812,STATE_812,merge owner/controller/cores copied from strongest overlap candidate; review political union manually
14,STATE_14,14,STATE_14,manpower distributed: 2396600 -> 2156940 (ratio=0.900)
14,STATE_14,14,STATE_14,victory_points province 3552 not in BSR state 14
14,STATE_14,14,STATE_14,"province building 3552 not in BSR state 14, needs province remap"
16,STATE_16,16,STATE_16,manpower distributed: 5732062 -> 3821375 (ratio=0.667)
16,STATE_16,16,STATE_16,merge owner/controller/cores copied from strongest overlap candidate; review political union manually
17,STATE_17,17,Lorraine,manpower distributed: 1517500 -> 569062 (ratio=0.375)
17,STATE_17,17,Lorraine,resources distributed from TSR2 state 17 ratio=0.375
17,STATE_17,17,Lorraine,victory_points province 9642 not in BSR state 17
18,STATE_18,1062,STATE_1062,manpower distributed: 429992 -> 257995 (ratio=0.600)
18,STATE_18,1062,STATE_1062,TSR state 1062 overlaid onto BSR state 18
18,STATE_18,1062,STATE_1062,victory_points province 9490 not in BSR state 18
19,STATE_19,19,STATE_19,resources distributed from TSR2 state 19 ratio=1.000
19,STATE_19,19,STATE_19,merge owner/controller/cores copied from strongest overlap candidate; review political union manually
20,STATE_20,20,Rhone,manpower distributed: 2973200 -> 1143538 (ratio=0.385)
20,STATE_20,20,Rhone,resources distributed from TSR2 state 20 ratio=0.385
20,STATE_20,20,Rhone,victory_points province 6613 not in BSR state 20
20,STATE_20,20,Rhone,merge owner/controller/cores copied from strongest overlap candidate; review political union manually
21,STATE_21,21,Bouches-du-Rhône (Formerly Provence before Var split off),manpower distributed: 1670310 -> 668124 (ratio=0.400)
21,STATE_21,21,Bouches-du-Rhône (Formerly Provence before Var split off),resources distributed from TSR2 state 21 ratio=0.400
22,Languedoc,22,Languedoc,manpower distributed: 1691200 -> 461236 (ratio=0.273)
22,Languedoc,22,Languedoc,resources distributed from TSR2 state 22 ratio=0.273
23,STATE_23,23,STATE_23,manpower distributed: 1603100 -> 1122170 (ratio=0.700)
23,STATE_23,23,STATE_23,resources distributed from TSR2 state 23 ratio=0.700
23,STATE_23,23,STATE_23,merge owner/controller/cores copied from strongest overlap candidate; review political union manually
24,STATE_24,24,STATE_24,manpower distributed: 1546300 -> 515433 (ratio=0.333)
24,STATE_24,24,STATE_24,victory_points province 3671 not in BSR state 24
24,STATE_24,24,STATE_24,merge owner/controller/cores copied from strongest overlap candidate; review political union manually
25,STATE_25,25,STATE_25,manpower distributed: 1343700 -> 1240338 (ratio=0.923)
25,STATE_25,25,STATE_25,resources distributed from TSR2 state 25 ratio=0.923
25,STATE_25,25,STATE_25,merge owner/controller/cores copied from strongest overlap candidate; review political union manually
26,STATE_26,26,Auveregne,manpower distributed: 877800 -> 798000 (ratio=0.909)
26,STATE_26,26,Auveregne,resources distributed from TSR2 state 26 ratio=0.909
27,STATE_27,27,Bourgogne,manpower distributed: 1370800 -> 228467 (ratio=0.167)
27,STATE_27,27,Bourgogne,resources distributed from TSR2 state 27 ratio=0.167
28,STATE_28,978,Baden,manpower distributed: 2056854 -> 881509 (ratio=0.429)
28,STATE_28,978,Baden,resources distributed from TSR2 state 978 ratio=0.429
28,STATE_28,978,Baden,TSR state 978 overlaid onto BSR state 28
28,STATE_28,978,Baden,victory_points province 3530 not in BSR state 28
28,STATE_28,978,Baden,merge owner/controller/cores copied from strongest overlap candidate; review political union manually
29,STATE_29,29,STATE_29,manpower distributed: 2976400 -> 1116150 (ratio=0.375)
29,STATE_29,29,STATE_29,resources distributed from TSR2 state 29 ratio=0.375
29,STATE_29,29,STATE_29,victory_points province 575 not in BSR state 29
29,STATE_29,29,STATE_29,victory_points province 11483 not in BSR state 29
29,STATE_29,29,STATE_29,victory_points province 11548 not in BSR state 29
29,STATE_29,29,STATE_29,"province building 575 not in BSR state 29, needs province remap"
29,STATE_29,29,STATE_29,"province building 6504 not in BSR state 29, needs province remap"
30,STATE_30,30,STATE_30,manpower distributed: 1388400 -> 378655 (ratio=0.273)
30,STATE_30,30,STATE_30,victory_points province 11465 not in BSR state 30
31,STATE_31,31,STATE_31,manpower distributed: 1825000 -> 1013889 (ratio=0.556)
31,STATE_31,31,STATE_31,merge owner/controller/cores copied from strongest overlap candidate; review political union manually
32,STATE_32,32,STATE_32,manpower distributed: 1007500 -> 671667 (ratio=0.667)
32,STATE_32,32,STATE_32,resources distributed from TSR2 state 32 ratio=0.667
33,STATE_33,33,STATE_33,manpower distributed: 636400 -> 494978 (ratio=0.778)
33,STATE_33,33,STATE_33,merge owner/controller/cores copied from strongest overlap candidate; review political union manually
34,STATE_34,34,STATE_34,manpower distributed: 3043170 -> 1521585 (ratio=0.500)
34,STATE_34,34,STATE_34,resources distributed from TSR2 state 34 ratio=0.500
34,STATE_34,34,STATE_34,victory_points province 9536 not in BSR state 34
34,STATE_34,34,STATE_34,"province building 13081 not in BSR state 34, needs province remap"
35,STATE_35,35,STATE_35,manpower distributed: 1449000 -> 414000 (ratio=0.286)
35,STATE_35,35,STATE_35,resources distributed from TSR2 state 35 ratio=0.286
35,STATE_35,35,STATE_35,victory_points province 11562 not in BSR state 35
36,STATE_36,36,STATE_36,manpower distributed: 2364000 -> 262667 (ratio=0.111)
36,STATE_36,36,STATE_36,victory_points province 6241 not in BSR state 36
36,STATE_36,36,STATE_36,victory_points province 9363 not in BSR state 36
36,STATE_36,36,STATE_36,victory_points province 9335 not in BSR state 36
38,STATE_38,918,Västerbotten,resources distributed from TSR2 state 918 ratio=1.000
38,STATE_38,918,Västerbotten,TSR state 918 overlaid onto BSR state 38
38,STATE_38,918,Västerbotten,merge owner/controller/cores copied from strongest overlap candidate; review political union manually
39,STATE_39,39,(South Tyrol) Alto Adige,manpower distributed: 298290 -> 178974 (ratio=0.600)
39,STATE_39,39,(South Tyrol) Alto Adige,resources distributed from TSR2 state 39 ratio=0.600
39,STATE_39,39,(South Tyrol) Alto Adige,victory_points province 11598 not in BSR state 39
41,STATE_41,41,STATE_41,manpower distributed: 2064659 -> 476460 (ratio=0.231)
41,STATE_41,41,STATE_41,resources distributed from TSR2 state 41 ratio=0.231
41,STATE_41,41,STATE_41,victory_points province 858 not in BSR state 41
42,STATE_42,42,STATE_42,manpower distributed: 3027739 -> 1009246 (ratio=0.333)
42,STATE_42,42,STATE_42,resources distributed from TSR2 state 42 ratio=0.333
42,STATE_42,42,STATE_42,victory_points province 11435 not in BSR state 42
42,STATE_42,42,STATE_42,victory_points province 9575 not in BSR state 42
42,STATE_42,42,STATE_42,victory_points province 11531 not in BSR state 42
43,Northern Hungary,43,Northern Hungary,manpower distributed: 3750752 -> 1667001 (ratio=0.444)
43,Northern Hungary,43,Northern Hungary,resources distributed from TSR2 state 43 ratio=0.444
43,Northern Hungary,43,Northern Hungary,victory_points province 6751 not in BSR state 43
44,STATE_44,44,STATE_44,manpower distributed: 493867 -> 211657 (ratio=0.429)
44,STATE_44,44,STATE_44,resources distributed from TSR2 state 44 ratio=0.429
44,STATE_44,44,STATE_44,victory_points province 13255 not in BSR state 44
44,STATE_44,44,STATE_44,victory_points province 6900 not in BSR state 44
44,STATE_44,44,STATE_44,"province building 13255 not in BSR state 44, needs province remap"
45,STATE_45,45,STATE_45,manpower distributed: 838621 -> 335448 (ratio=0.400)
45,STATE_45,45,STATE_45,victory_points province 9608 not in BSR state 45
46,STATE_46,46,Muntenia,manpower distributed: 3971400 -> 2553043 (ratio=0.643)
46,STATE_46,46,Muntenia,resources distributed from TSR2 state 46 ratio=0.643
47,STATE_47,47,Thessaly,manpower distributed: 2312500 -> 256944 (ratio=0.111)
47,STATE_47,47,Thessaly,resources distributed from TSR2 state 47 ratio=0.111
47,STATE_47,47,Thessaly,victory_points province 3973 not in BSR state 47
47,STATE_47,47,Thessaly,victory_points province 7127 not in BSR state 47
47,STATE_47,47,Thessaly,victory_points province 3988 not in BSR state 47
48,STATE_48,48,STATE_48,manpower distributed: 1685989 -> 1053743 (ratio=0.625)
48,STATE_48,48,STATE_48,resources distributed from TSR2 state 48 ratio=0.625
48,STATE_48,48,STATE_48,victory_points province 9771 not in BSR state 48
49,STATE_49,49,Ankara,manpower distributed: 810284 -> 368311 (ratio=0.455)
49,STATE_49,49,Ankara,resources distributed from TSR2 state 49 ratio=0.455
49,STATE_49,49,Ankara,victory_points province 804 not in BSR state 49
49,STATE_49,49,Ankara,victory_points province 3951 not in BSR state 49
50,STATE_50,50,Württemberg,manpower distributed: 3076854 -> 769214 (ratio=0.250)
50,STATE_50,50,Württemberg,resources distributed from TSR2 state 50 ratio=0.250
50,STATE_50,50,Württemberg,victory_points province 9517 not in BSR state 50
51,STATE_51,51,STATE_51,manpower distributed: 6144743 -> 682749 (ratio=0.111)
51,STATE_51,51,STATE_51,resources distributed from TSR2 state 51 ratio=0.111
51,STATE_51,51,STATE_51,victory_points province 6469 not in BSR state 51
51,STATE_51,51,STATE_51,victory_points province 587 not in BSR state 51
52,STATE_52,52,STATE_52,manpower distributed: 2679413 -> 2009560 (ratio=0.750)
52,STATE_52,52,STATE_52,resources distributed from TSR2 state 52 ratio=0.750
53,STATE_53,53,STATE_53,manpower distributed: 1453365 -> 1017355 (ratio=0.700)
53,STATE_53,53,STATE_53,victory_points province 9515 not in BSR state 53
54,STATE_54,54,STATE_54,manpower distributed: 2508159 -> 1463093 (ratio=0.583)
54,STATE_54,54,STATE_54,resources distributed from TSR2 state 54 ratio=0.583
54,STATE_54,54,STATE_54,victory_points province 6421 not in BSR state 54
54,STATE_54,54,STATE_54,victory_points province 9557 not in BSR state 54
54,STATE_54,54,STATE_54,merge owner/controller/cores copied from strongest overlap candidate; review political union manually
55,STATE_55,55,STATE_55,manpower distributed: 3798235 -> 1899118 (ratio=0.500)
55,STATE_55,55,STATE_55,resources distributed from TSR2 state 55 ratio=0.500
55,STATE_55,55,STATE_55,victory_points province 6488 not in BSR state 55
55,STATE_55,55,STATE_55,victory_points province 6444 not in BSR state 55
55,STATE_55,55,STATE_55,victory_points province 11560 not in BSR state 55
56,STATE_56,56,STATE_56,manpower distributed: 2058467 -> 1235080 (ratio=0.600)
56,STATE_56,56,STATE_56,victory_points province 241 not in BSR state 56
56,STATE_56,56,STATE_56,victory_points province 11360 not in BSR state 56
56,STATE_56,56,STATE_56,"province building 241 not in BSR state 56, needs province remap"
56,STATE_56,56,STATE_56,merge owner/controller/cores copied from strongest overlap candidate; review political union manually
57,STATE_57,57,STATE_57,manpower distributed: 5109333 -> 3576533 (ratio=0.700)
58,STATE_58,58,STATE_58,manpower distributed: 3095630 -> 1547815 (ratio=0.500)
58,STATE_58,58,STATE_58,victory_points province 9347 not in BSR state 58
59,STATE_59,58,STATE_58,manpower distributed: 3095630 -> 515938 (ratio=0.167)
59,STATE_59,58,STATE_58,TSR state 58 overlaid onto BSR state 59
59,STATE_59,58,STATE_58,victory_points province 6389 not in BSR state 59
59,STATE_59,58,STATE_58,"province building 6389 not in BSR state 59, needs province remap"
60,STATE_60,60,STATE_60,manpower distributed: 3005214 -> 2003476 (ratio=0.667)
60,STATE_60,60,STATE_60,resources distributed from TSR2 state 60 ratio=0.667
60,STATE_60,60,STATE_60,victory_points province 425 not in BSR state 60
61,STATE_61,61,STATE_61,merge owner/controller/cores copied from strongest overlap candidate; review political union manually
62,STATE_62,62,STATE_62,manpower distributed: 1006221 -> 287492 (ratio=0.286)
62,STATE_62,62,STATE_62,victory_points province 3258 not in BSR state 62
63,STATE_63,63,STATE_63,manpower distributed: 1124417 -> 160631 (ratio=0.143)
63,STATE_63,63,STATE_63,resources distributed from TSR2 state 63 ratio=0.143
63,STATE_63,63,STATE_63,victory_points province 6282 not in BSR state 63
63,STATE_63,63,STATE_63,victory_points province 11372 not in BSR state 63
63,STATE_63,63,STATE_63,"province building 11372 not in BSR state 63, needs province remap"
63,STATE_63,63,STATE_63,"province building 6282 not in BSR state 63, needs province remap"
64,STATE_64,,,new BSR state retained without TSR overlay
65,STATE_65,65,STATE_65,manpower distributed: 5592576 -> 1016832 (ratio=0.182)
65,STATE_65,65,STATE_65,resources distributed from TSR2 state 65 ratio=0.182
65,STATE_65,65,STATE_65,victory_points province 3535 not in BSR state 65
65,STATE_65,65,STATE_65,victory_points province 9471 not in BSR state 65
66,STATE_66,66,STATE_66,manpower distributed: 3052726 -> 508788 (ratio=0.167)
66,STATE_66,66,STATE_66,resources distributed from TSR2 state 66 ratio=0.167
66,STATE_66,66,STATE_66,victory_points province 552 not in BSR state 66
67,STATE_67,67,STATE_67,manpower distributed: 1402591 -> 280518 (ratio=0.200)
67,STATE_67,67,STATE_67,resources distributed from TSR2 state 67 ratio=0.200
67,STATE_67,67,STATE_67,victory_points province 11467 not in BSR state 67
67,STATE_67,67,STATE_67,victory_points province 9511 not in BSR state 67
68,STATE_68,68,STATE_68,manpower distributed: 1250840 -> 357383 (ratio=0.286)
68,STATE_68,68,STATE_68,resources distributed from TSR2 state 68 ratio=0.286
69,STATE_69,69,STATE_69,manpower distributed: 2476250 -> 1650833 (ratio=0.667)
69,STATE_69,69,STATE_69,resources distributed from TSR2 state 69 ratio=0.667
69,STATE_69,69,STATE_69,victory_points province 11401 not in BSR state 69
69,STATE_69,69,STATE_69,"province building 469 not in BSR state 69, needs province remap"
70,STATE_70,70,STATE_70,manpower distributed: 1230500 -> 175786 (ratio=0.143)
70,STATE_70,70,STATE_70,resources distributed from TSR2 state 70 ratio=0.143
70,STATE_70,70,STATE_70,victory_points province 11539 not in BSR state 70
70,STATE_70,70,STATE_70,victory_points province 541 not in BSR state 70
71,STATE_71,71,STATE_71,manpower distributed: 1197800 -> 513343 (ratio=0.429)
71,STATE_71,71,STATE_71,resources distributed from TSR2 state 71 ratio=0.429
72,STATE_72,72,STATE_72,manpower distributed: 152000 -> 76000 (ratio=0.500)
72,STATE_72,72,STATE_72,resources distributed from TSR2 state 72 ratio=0.500
73,STATE_73,73,STATE_73,manpower distributed: 854300 -> 683440 (ratio=0.800)
73,STATE_73,73,STATE_73,victory_points province 6571 not in BSR state 73
74,STATE_74,74,STATE_74,manpower distributed: 820000 -> 615000 (ratio=0.750)
74,STATE_74,74,STATE_74,resources distributed from TSR2 state 74 ratio=0.750
76,STATE_76,76,STATE_76,manpower distributed: 2352700 -> 1176350 (ratio=0.500)
76,STATE_76,76,STATE_76,victory_points province 9672 not in BSR state 76
76,STATE_76,76,STATE_76,victory_points province 9670 not in BSR state 76
78,STATE_78,78,STATE_78,manpower distributed: 2296800 -> 1607760 (ratio=0.700)
78,STATE_78,78,STATE_78,victory_points province 3707 not in BSR state 78
79,STATE_79,79,STATE_79,manpower distributed: 2806400 -> 2104800 (ratio=0.750)
79,STATE_79,79,STATE_79,resources distributed from TSR2 state 79 ratio=0.750
79,STATE_79,79,STATE_79,victory_points province 6706 not in BSR state 79
86,STATE_86,86,STATE_86,manpower distributed: 2106500 -> 936222 (ratio=0.444)
86,STATE_86,86,STATE_86,"province building 11232 not in BSR state 86, needs province remap"
86,STATE_86,86,STATE_86,"province building 3381 not in BSR state 86, needs province remap"
87,STATE_87,87,STATE_87,manpower distributed: 2632000 -> 376000 (ratio=0.143)
88,STATE_88,88,STATE_88,manpower distributed: 3692800 -> 263771 (ratio=0.071)
88,STATE_88,88,STATE_88,resources distributed from TSR2 state 88 ratio=0.071
88,STATE_88,88,STATE_88,victory_points province 9427 not in BSR state 88
88,STATE_88,88,STATE_88,victory_points province 442 not in BSR state 88
88,STATE_88,88,STATE_88,victory_points province 9494 not in BSR state 88
89,STATE_89,89,STATE_89,manpower distributed: 2180300 -> 1245886 (ratio=0.571)
90,STATE_90,90,Kielce,manpower distributed: 1835700 -> 1311214 (ratio=0.714)
90,STATE_90,90,Kielce,resources distributed from TSR2 state 90 ratio=0.714
90,STATE_90,90,Kielce,merge owner/controller/cores copied from strongest overlap candidate; review political union manually
91,Lwow,91,Lwow,manpower distributed: 3227800 -> 968340 (ratio=0.300)
91,Lwow,91,Lwow,merge owner/controller/cores copied from strongest overlap candidate; review political union manually
92,STATE_92,92,STATE_92,manpower distributed: 2464600 -> 821533 (ratio=0.333)
92,STATE_92,92,STATE_92,resources distributed from TSR2 state 92 ratio=0.333
92,STATE_92,92,STATE_92,victory_points province 11399 not in BSR state 92
92,STATE_92,92,STATE_92,merge owner/controller/cores copied from strongest overlap candidate; review political union manually
93,STATE_93,93,STATE_93,manpower distributed: 1985600 -> 397120 (ratio=0.200)
93,STATE_93,93,STATE_93,victory_points province 422 not in BSR state 93
94,STATE_94,94,STATE_94,manpower distributed: 1232200 -> 231038 (ratio=0.188)
94,STATE_94,94,STATE_94,victory_points province 3392 not in BSR state 94
94,STATE_94,94,STATE_94,victory_points province 560 not in BSR state 94
95,STATE_95,95,STATE_95,manpower distributed: 1598900 -> 581418 (ratio=0.364)
95,STATE_95,95,STATE_95,merge owner/controller/cores copied from strongest overlap candidate; review political union manually
96,STATE_96,96,STATE_96,manpower distributed: 726000 -> 518571 (ratio=0.714)
96,STATE_96,96,STATE_96,merge owner/controller/cores copied from strongest overlap candidate; review political union manually
97,STATE_97,97,STATE_97,manpower distributed: 1157200 -> 514311 (ratio=0.444)
97,STATE_97,97,STATE_97,victory_points province 3393 not in BSR state 97
97,STATE_97,97,STATE_97,victory_points province 3254 not in BSR state 97
98,STATE_98,98,STATE_98,manpower distributed: 1412100 -> 313800 (ratio=0.222)
98,STATE_98,98,STATE_98,victory_points province 3230 not in BSR state 98
99,STATE_99,99,STATE_99,manpower distributed: 1254177 -> 228032 (ratio=0.182)
99,STATE_99,99,STATE_99,victory_points province 3277 not in BSR state 99
99,STATE_99,99,STATE_99,victory_points province 399 not in BSR state 99
99,STATE_99,99,STATE_99,victory_points province 3206 not in BSR state 99
99,STATE_99,99,STATE_99,"province building 394 not in BSR state 99, needs province remap"
99,STATE_99,99,STATE_99,"province building 399 not in BSR state 99, needs province remap"
100,STATE_100,100,STATE_100,manpower distributed: 115870 -> 16553 (ratio=0.143)
101,STATE_101,101,STATE_101,manpower distributed: 18000 -> 14400 (ratio=0.800)
101,STATE_101,101,STATE_101,resources distributed from TSR2 state 101 ratio=0.800
102,STATE_102,853,STATE_853,TSR state 853 overlaid onto BSR state 102
103,STATE_103,103,Dalmatia,manpower distributed: 1431700 -> 260309 (ratio=0.182)
103,STATE_103,103,Dalmatia,victory_points province 6889 not in BSR state 103
103,STATE_103,103,Dalmatia,victory_points province 3924 not in BSR state 103
103,STATE_103,103,Dalmatia,"province building 3924 not in BSR state 103, needs province remap"
103,STATE_103,103,Dalmatia,"province building 6889 not in BSR state 103, needs province remap"
104,STATE_104,104,STATE_104,manpower distributed: 1910200 -> 337094 (ratio=0.176)
104,STATE_104,104,STATE_104,resources distributed from TSR2 state 104 ratio=0.176
104,STATE_104,104,STATE_104,victory_points province 11899 not in BSR state 104
104,STATE_104,104,STATE_104,victory_points province 6983 not in BSR state 104
105,STATE_105,105,STATE_105,manpower distributed: 895500 -> 358200 (ratio=0.400)
105,STATE_105,105,STATE_105,resources distributed from TSR2 state 105 ratio=0.400
105,STATE_105,105,STATE_105,victory_points province 9821 not in BSR state 105
105,STATE_105,105,STATE_105,"province building 9821 not in BSR state 105, needs province remap"
106,STATE_106,106,STATE_106,manpower distributed: 1030650 -> 687100 (ratio=0.667)
106,STATE_106,106,STATE_106,resources distributed from TSR2 state 106 ratio=0.667
107,STATE_107,107,STATE_107,manpower distributed: 1279121 -> 1119231 (ratio=0.875)
107,STATE_107,107,STATE_107,resources distributed from TSR2 state 107 ratio=0.875
107,STATE_107,107,STATE_107,merge owner/controller/cores copied from strongest overlap candidate; review political union manually
108,STATE_108,802,STATE_802,manpower distributed: 616000 -> 308000 (ratio=0.500)
108,STATE_108,802,STATE_802,resources distributed from TSR2 state 802 ratio=0.500
108,STATE_108,802,STATE_802,TSR state 802 overlaid onto BSR state 108
108,STATE_108,802,STATE_802,victory_points province 9849 not in BSR state 108
108,STATE_108,802,STATE_802,merge owner/controller/cores copied from strongest overlap candidate; review political union manually
109,STATE_109,109,Croatia,manpower distributed: 2224400 -> 1415527 (ratio=0.636)
109,STATE_109,109,Croatia,resources distributed from TSR2 state 109 ratio=0.636
111,Uusimaa,111,UUSIMA,manpower distributed: 559000 -> 419250 (ratio=0.750)
111,Uusimaa,111,UUSIMA,victory_points province 11211 not in BSR state 111
113,Leinster,113,Leinster,manpower distributed: 1357600 -> 1187900 (ratio=0.875)
113,Leinster,113,Leinster,resources distributed from TSR2 state 113 ratio=0.875
115,STATE_115,115,STATE_115,victory_points province 13256 not in BSR state 115
117,STATE_117,117,Campania,manpower distributed: 4240000 -> 2355556 (ratio=0.556)
117,STATE_117,117,Campania,resources distributed from TSR2 state 117 ratio=0.556
117,STATE_117,117,Campania,merge owner/controller/cores copied from strongest overlap candidate; review political union manually
119,STATE_119,119,STATE_119,manpower distributed: 1198537 -> 342439 (ratio=0.286)
119,STATE_119,119,STATE_119,resources distributed from TSR2 state 119 ratio=0.286
119,STATE_119,119,STATE_119,victory_points province 385 not in BSR state 119
123,STATE_123,123,STATE_123,manpower distributed: 1221013 -> 407004 (ratio=0.333)
123,STATE_123,123,STATE_123,victory_points province 6526 not in BSR state 123
126,STATE_126,126,STATE_126,manpower distributed: 9824296 -> 7368222 (ratio=0.750)
126,STATE_126,126,STATE_126,victory_points province 6103 not in BSR state 126
127,Sussex,127,Sussex,manpower distributed: 3193383 -> 2661152 (ratio=0.833)
127,Sussex,127,Sussex,resources distributed from TSR2 state 127 ratio=0.833
127,Sussex,127,Sussex,victory_points province 3501 not in BSR state 127
127,Sussex,127,Sussex,"province building 3501 not in BSR state 127, needs province remap"
128,STATE_128,128,STATE_128,manpower distributed: 3685235 -> 1579386 (ratio=0.429)
128,STATE_128,128,STATE_128,resources distributed from TSR2 state 128 ratio=0.429
129,STATE_129,129,STATE_129,manpower distributed: 2212021 -> 1264012 (ratio=0.571)
129,STATE_129,129,STATE_129,resources distributed from TSR2 state 129 ratio=0.571
129,STATE_129,129,STATE_129,victory_points province 6237 not in BSR state 129
130,STATE_130,130,STATE_130,manpower distributed: 4762495 -> 3174997 (ratio=0.667)
130,STATE_130,130,STATE_130,resources distributed from TSR2 state 130 ratio=0.667
130,STATE_130,130,STATE_130,merge owner/controller/cores copied from strongest overlap candidate; review political union manually
132,Lancashire,132,Lancashire,manpower distributed: 5770454 -> 4327840 (ratio=0.750)
132,Lancashire,132,Lancashire,resources distributed from TSR2 state 132 ratio=0.750
132,Lancashire,132,Lancashire,merge owner/controller/cores copied from strongest overlap candidate; review political union manually
134,STATE_134,134,STATE_134,manpower distributed: 667100 -> 592978 (ratio=0.889)
137,STATE_137,137,STATE_137,manpower distributed: 1061607 -> 353869 (ratio=0.333)
137,STATE_137,137,STATE_137,victory_points province 3686 not in BSR state 137
137,STATE_137,137,STATE_137,victory_points province 705 not in BSR state 137
137,STATE_137,137,STATE_137,"province building 3686 not in BSR state 137, needs province remap"
138,STATE_138,138,STATE_138,manpower distributed: 1047701 -> 857210 (ratio=0.818)
138,STATE_138,138,STATE_138,resources distributed from TSR2 state 138 ratio=0.818
139,STATE_139,139,STATE_139,resources distributed from TSR2 state 139 ratio=1.000
139,STATE_139,139,STATE_139,merge owner/controller/cores copied from strongest overlap candidate; review political union manually
140,STATE_140,140,Västra Götaland,manpower distributed: 889962 -> 622973 (ratio=0.700)
140,STATE_140,140,Västra Götaland,resources distributed from TSR2 state 140 ratio=0.700
141,STATE_141,141,Svealand,manpower distributed: 1488181 -> 850389 (ratio=0.571)
141,STATE_141,141,Svealand,resources distributed from TSR2 state 141 ratio=0.571
142,STATE_142,142,STATE_142,manpower distributed: 484520 -> 343202 (ratio=0.708)
142,STATE_142,142,STATE_142,resources distributed from TSR2 state 142 ratio=0.708
142,STATE_142,142,STATE_142,merge owner/controller/cores copied from strongest overlap candidate; review political union manually
143,STATE_143,143,STATE_143,manpower distributed: 280271 -> 263784 (ratio=0.941)
143,STATE_143,143,STATE_143,merge owner/controller/cores copied from strongest overlap candidate; review political union manually
144,STATE_144,925,STATE_925,manpower distributed: 142100 -> 106575 (ratio=0.750)
144,STATE_144,925,STATE_925,resources distributed from TSR2 state 925 ratio=0.750
144,STATE_144,925,STATE_925,TSR state 925 overlaid onto BSR state 144
144,STATE_144,925,STATE_925,victory_points province 9116 not in BSR state 144
144,STATE_144,925,STATE_925,"province building 9116 not in BSR state 144, needs province remap"
144,STATE_144,925,STATE_925,merge owner/controller/cores copied from strongest overlap candidate; review political union manually
146,STATE_146,146,KARJALA,manpower distributed: 604427 -> 339990 (ratio=0.562)
146,STATE_146,146,KARJALA,victory_points province 9206 not in BSR state 146
146,STATE_146,146,KARJALA,"province building 9100 not in BSR state 146, needs province remap"
146,STATE_146,146,KARJALA,"province building 9105 not in BSR state 146, needs province remap"
146,STATE_146,146,KARJALA,"province building 9206 not in BSR state 146, needs province remap"
148,STATE_148,148,LAPPI,manpower distributed: 121737 -> 62967 (ratio=0.517)
