tsr_state_id,tsr_state_name,bsr_state_id,bsr_state_name,mapping_type,confidence,notes
9,STATE_9,1710,STATE_1710,merge,0.500,split+merge; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=2
10,STATE_10,92,STATE_92,merge,0.500,split+merge; province_overlap=3; tsr_overlap_rank=1/4; bsr_source_count=2
10,STATE_10,10,STATE_10,merge,0.500,split+merge; province_overlap=3; tsr_overlap_rank=2/4; bsr_source_count=3
10,STATE_10,90,STATE_90,merge,0.286,split+merge; province_overlap=2; tsr_overlap_rank=3/4; bsr_source_count=2
10,STATE_10,1773,STATE_1773,split,0.250,split; province_overlap=1; tsr_overlap_rank=4/4; bsr_source_count=1
11,STATE_11,1604,STATE_1604,merge,0.500,split+merge; province_overlap=2; tsr_overlap_rank=1/3; bsr_source_count=2
11,STATE_11,11,STATE_11,merge,0.400,split+merge; province_overlap=2; tsr_overlap_rank=2/3; bsr_source_count=2
11,STATE_11,1293,STATE_1293,merge,0.333,split+merge; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=2
12,STATE_12,1454,STATE_1454,merge,1.000,merge; province_overlap=5; bsr_source_count=3
13,STATE_13,191,STATE_191,merge,0.667,split+merge; province_overlap=4; tsr_overlap_rank=1/2; bsr_source_count=3
13,STATE_13,13,STATE_13,merge,0.333,split+merge; province_overlap=2; tsr_overlap_rank=2/2; bsr_source_count=3
14,STATE_14,14,STATE_14,split,0.900,split; province_overlap=9; tsr_overlap_rank=1/2; bsr_source_count=1
14,STATE_14,1478,STATE_1478,split,1.000,split; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=1
16,STATE_16,16,STATE_16,merge,0.667,split+merge; province_overlap=2; tsr_overlap_rank=1/2; bsr_source_count=2
16,STATE_16,2038,STATE_2038,merge,0.333,split+merge; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=3
17,Lorraine,17,STATE_17,split,0.600,split; province_overlap=3; tsr_overlap_rank=1/6; bsr_source_count=1
17,Lorraine,1733,STATE_1733,split,1.000,split; province_overlap=1; tsr_overlap_rank=2/6; bsr_source_count=1
17,Lorraine,1581,STATE_1581,split,1.000,split; province_overlap=1; tsr_overlap_rank=3/6; bsr_source_count=1
17,Lorraine,2041,STATE_2041,split,1.000,split; province_overlap=1; tsr_overlap_rank=4/6; bsr_source_count=1
17,Lorraine,817,STATE_817,merge,0.333,split+merge; province_overlap=1; tsr_overlap_rank=5/6; bsr_source_count=2
17,Lorraine,1734,STATE_1734,merge,0.500,split+merge; province_overlap=1; tsr_overlap_rank=6/6; bsr_source_count=2
18,STATE_18,1754,STATE_1754,manual,0.333,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=FRA; bsr_tags=BEL GER WLL
18,STATE_18,817,STATE_817,merge,0.667,split+merge; province_overlap=2; tsr_overlap_rank=1/5; bsr_source_count=2
18,STATE_18,1184,STATE_1184,split,1.000,split; province_overlap=1; tsr_overlap_rank=2/5; bsr_source_count=1
18,STATE_18,1732,STATE_1732,split,0.500,split; province_overlap=1; tsr_overlap_rank=3/5; bsr_source_count=1
18,STATE_18,2038,STATE_2038,merge,0.333,split+merge; province_overlap=1; tsr_overlap_rank=4/5; bsr_source_count=3
18,STATE_18,815,STATE_815,split,1.000,split; province_overlap=1; tsr_overlap_rank=5/5; bsr_source_count=1
19,STATE_19,19,STATE_19,merge,1.000,merge; province_overlap=5; bsr_source_count=2
20,Rhone,20,STATE_20,merge,0.833,split+merge; province_overlap=5; tsr_overlap_rank=1/7; bsr_source_count=2
20,Rhone,1185,STATE_1185,split,1.000,split; province_overlap=2; tsr_overlap_rank=2/7; bsr_source_count=1
20,Rhone,1800,STATE_1800,split,1.000,split; province_overlap=2; tsr_overlap_rank=3/7; bsr_source_count=1
20,Rhone,1730,STATE_1730,split,1.000,split; province_overlap=1; tsr_overlap_rank=4/7; bsr_source_count=1
20,Rhone,1734,STATE_1734,merge,0.500,split+merge; province_overlap=1; tsr_overlap_rank=5/7; bsr_source_count=2
20,Rhone,1270,STATE_1270,split,1.000,split; province_overlap=1; tsr_overlap_rank=6/7; bsr_source_count=1
20,Rhone,1799,STATE_1799,merge,0.333,split+merge; province_overlap=1; tsr_overlap_rank=7/7; bsr_source_count=2
21,Bouches-du-Rhône (Formerly Provence before Var split off),1842,STATE_1842,split,1.000,split; province_overlap=2; tsr_overlap_rank=1/3; bsr_source_count=1
21,Bouches-du-Rhône (Formerly Provence before Var split off),21,STATE_21,split,1.000,split; province_overlap=2; tsr_overlap_rank=2/3; bsr_source_count=1
21,Bouches-du-Rhône (Formerly Provence before Var split off),1801,STATE_1801,merge,0.500,split+merge; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=2
22,Languedoc,1654,STATE_1654,merge,0.833,split+merge; province_overlap=5; tsr_overlap_rank=1/4; bsr_source_count=2
22,Languedoc,22,Languedoc,split,0.750,split; province_overlap=3; tsr_overlap_rank=2/4; bsr_source_count=1
22,Languedoc,1760,STATE_1760,split,1.000,split; province_overlap=2; tsr_overlap_rank=3/4; bsr_source_count=1
22,Languedoc,1759,Languedoc,split,1.000,split; province_overlap=1; tsr_overlap_rank=4/4; bsr_source_count=1
23,STATE_23,23,STATE_23,merge,0.875,split+merge; province_overlap=7; tsr_overlap_rank=1/2; bsr_source_count=2
23,STATE_23,1186,STATE_1186,split,1.000,split; province_overlap=3; tsr_overlap_rank=2/2; bsr_source_count=1
24,STATE_24,24,STATE_24,merge,0.600,split+merge; province_overlap=3; tsr_overlap_rank=1/4; bsr_source_count=2
24,STATE_24,819,STATE_819,split,1.000,split; province_overlap=3; tsr_overlap_rank=2/4; bsr_source_count=1
24,STATE_24,33,STATE_33,merge,0.222,split+merge; province_overlap=2; tsr_overlap_rank=3/4; bsr_source_count=2
24,STATE_24,2018,STATE_2018,merge,0.333,split+merge; province_overlap=1; tsr_overlap_rank=4/4; bsr_source_count=2
25,STATE_25,25,STATE_25,merge,0.923,split+merge; province_overlap=12; tsr_overlap_rank=1/2; bsr_source_count=3
25,STATE_25,31,STATE_31,merge,0.091,split+merge; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=2
26,Auveregne,26,STATE_26,split,1.000,split; province_overlap=10; tsr_overlap_rank=1/2; bsr_source_count=1
26,Auveregne,1798,STATE_1798,merge,0.333,split+merge; province_overlap=1; tsr_overlap_rank=2/2; bsr_source_count=3
27,Bourgogne,27,STATE_27,split,1.000,split; province_overlap=2; tsr_overlap_rank=1/8; bsr_source_count=1
27,Bourgogne,1799,STATE_1799,merge,0.667,split+merge; province_overlap=2; tsr_overlap_rank=2/8; bsr_source_count=2
27,Bourgogne,2043,STATE_2043,split,1.000,split; province_overlap=2; tsr_overlap_rank=3/8; bsr_source_count=1
27,Bourgogne,2018,STATE_2018,merge,0.667,split+merge; province_overlap=2; tsr_overlap_rank=4/8; bsr_source_count=2
27,Bourgogne,2042,STATE_2042,split,1.000,split; province_overlap=1; tsr_overlap_rank=5/8; bsr_source_count=1
27,Bourgogne,1798,STATE_1798,merge,0.333,split+merge; province_overlap=1; tsr_overlap_rank=6/8; bsr_source_count=3
27,Bourgogne,2044,STATE_2044,split,1.000,split; province_overlap=1; tsr_overlap_rank=7/8; bsr_source_count=1
27,Bourgogne,2040,STATE_2040,split,1.000,split; province_overlap=1; tsr_overlap_rank=8/8; bsr_source_count=1
28,Alsace-Lorraine,1436,STATE_1436,split,0.400,split; province_overlap=2; tsr_overlap_rank=1/7; bsr_source_count=1
28,Alsace-Lorraine,1876,STATE_1876,split,1.000,split; province_overlap=1; tsr_overlap_rank=2/7; bsr_source_count=1
28,Alsace-Lorraine,1183,STATE_1183,split,0.500,split; province_overlap=1; tsr_overlap_rank=3/7; bsr_source_count=1
28,Alsace-Lorraine,814,STATE_814,merge,0.333,split+merge; province_overlap=1; tsr_overlap_rank=4/7; bsr_source_count=2
28,Alsace-Lorraine,8,STATE_8,merge,0.333,split+merge; province_overlap=1; tsr_overlap_rank=5/7; bsr_source_count=2
28,Alsace-Lorraine,1934,STATE_1934,split,1.000,split; province_overlap=1; tsr_overlap_rank=6/7; bsr_source_count=1
28,Alsace-Lorraine,28,STATE_28,merge,0.250,split+merge; province_overlap=1; tsr_overlap_rank=7/7; bsr_source_count=2
29,STATE_29,29,STATE_29,split,1.000,split; province_overlap=3; tsr_overlap_rank=1/5; bsr_source_count=1
29,STATE_29,1839,STATE_1839,split,1.000,split; province_overlap=2; tsr_overlap_rank=2/5; bsr_source_count=1
29,STATE_29,1482,STATE_1482,split,1.000,split; province_overlap=1; tsr_overlap_rank=3/5; bsr_source_count=1
29,STATE_29,1430,STATE_1430,split,1.000,split; province_overlap=1; tsr_overlap_rank=4/5; bsr_source_count=1
29,STATE_29,1089,STATE_1089,split,1.000,split; province_overlap=1; tsr_overlap_rank=5/5; bsr_source_count=1
30,STATE_30,1268,STATE_1268,split,1.000,split; province_overlap=4; tsr_overlap_rank=1/4; bsr_source_count=1
30,STATE_30,1321,STATE_1321,split,1.000,split; province_overlap=3; tsr_overlap_rank=2/4; bsr_source_count=1
30,STATE_30,30,STATE_30,split,1.000,split; province_overlap=3; tsr_overlap_rank=3/4; bsr_source_count=1
30,STATE_30,23,STATE_23,merge,0.125,split+merge; province_overlap=1; tsr_overlap_rank=4/4; bsr_source_count=2
31,STATE_31,31,STATE_31,merge,0.909,split+merge; province_overlap=10; tsr_overlap_rank=1/7; bsr_source_count=2
31,STATE_31,1622,STATE_1622,split,1.000,split; province_overlap=2; tsr_overlap_rank=2/7; bsr_source_count=1
31,STATE_31,820,STATE_820,split,1.000,split; province_overlap=2; tsr_overlap_rank=3/7; bsr_source_count=1
31,STATE_31,25,STATE_25,merge,0.067,split+merge; province_overlap=1; tsr_overlap_rank=4/7; bsr_source_count=3
31,STATE_31,1761,STATE_1761,split,1.000,split; province_overlap=1; tsr_overlap_rank=5/7; bsr_source_count=1
31,STATE_31,1654,STATE_1654,merge,0.167,split+merge; province_overlap=1; tsr_overlap_rank=6/7; bsr_source_count=2
31,STATE_31,1798,STATE_1798,merge,0.333,split+merge; province_overlap=1; tsr_overlap_rank=7/7; bsr_source_count=3
32,STATE_32,32,STATE_32,split,1.000,split; province_overlap=4; tsr_overlap_rank=1/3; bsr_source_count=1
32,STATE_32,20,STATE_20,merge,0.167,split+merge; province_overlap=1; tsr_overlap_rank=2/3; bsr_source_count=2
32,STATE_32,1801,STATE_1801,merge,0.500,split+merge; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=2
33,STATE_33,33,STATE_33,merge,0.778,split+merge; province_overlap=7; tsr_overlap_rank=1/2; bsr_source_count=2
33,STATE_33,25,STATE_25,merge,0.222,split+merge; province_overlap=2; tsr_overlap_rank=2/2; bsr_source_count=3
34,STATE_34,1754,STATE_1754,split,0.667,split; province_overlap=2; tsr_overlap_rank=1/2; bsr_source_count=1
34,STATE_34,34,STATE_34,split,1.000,split; province_overlap=2; tsr_overlap_rank=2/2; bsr_source_count=1
35,STATE_35,35,STATE_35,split,1.000,split; province_overlap=2; tsr_overlap_rank=1/5; bsr_source_count=1
35,STATE_35,1060,STATE_1060,split,1.000,split; province_overlap=2; tsr_overlap_rank=2/5; bsr_source_count=1
35,STATE_35,1058,STATE_1058,split,1.000,split; province_overlap=1; tsr_overlap_rank=3/5; bsr_source_count=1
35,STATE_35,1061,STATE_1061,merge,0.500,split+merge; province_overlap=1; tsr_overlap_rank=4/5; bsr_source_count=2
35,STATE_35,1976,STATE_1976,split,1.000,split; province_overlap=1; tsr_overlap_rank=5/5; bsr_source_count=1
36,STATE_36,1559,STATE_1559,split,1.000,split; province_overlap=2; tsr_overlap_rank=1/5; bsr_source_count=1
36,STATE_36,1059,STATE_1059,split,0.500,split; province_overlap=2; tsr_overlap_rank=2/5; bsr_source_count=1
36,STATE_36,1974,STATE_1974,split,1.000,split; province_overlap=2; tsr_overlap_rank=3/5; bsr_source_count=1
36,STATE_36,36,STATE_36,split,1.000,split; province_overlap=1; tsr_overlap_rank=4/5; bsr_source_count=1
36,STATE_36,1975,STATE_1975,split,1.000,split; province_overlap=1; tsr_overlap_rank=5/5; bsr_source_count=1
37,STATE_37,900,STATE_900,manual,1.000,incompatible province overlap rejected for automatic overlay; province_overlap=1; tsr_tags=DEN; bsr_tags=ENG NGA
38,Gävleborg,1114,STATE_1114,merge,0.812,split+merge; province_overlap=13; tsr_overlap_rank=1/3; bsr_source_count=2
38,Gävleborg,1008,STATE_1008,merge,0.471,split+merge; province_overlap=8; tsr_overlap_rank=2/3; bsr_source_count=2
38,Gävleborg,38,STATE_38,merge,0.192,split+merge; province_overlap=5; tsr_overlap_rank=3/3; bsr_source_count=2
39,(South Tyrol) Alto Adige,39,STATE_39,split,1.000,split; province_overlap=3; tsr_overlap_rank=1/3; bsr_source_count=1
39,(South Tyrol) Alto Adige,867,STATE_867,merge,0.333,split+merge; province_overlap=1; tsr_overlap_rank=2/3; bsr_source_count=2
39,(South Tyrol) Alto Adige,1872,STATE_1872,merge,0.250,split+merge; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=2
41,STATE_41,1724,STATE_1724,split,1.000,split; province_overlap=7; tsr_overlap_rank=1/3; bsr_source_count=1
41,STATE_41,41,STATE_41,split,0.500,split; province_overlap=3; tsr_overlap_rank=2/3; bsr_source_count=1
41,STATE_41,1716,STATE_1716,split,1.000,split; province_overlap=3; tsr_overlap_rank=3/3; bsr_source_count=1
42,STATE_42,42,STATE_42,split,1.000,split; province_overlap=3; tsr_overlap_rank=1/5; bsr_source_count=1
42,STATE_42,789,STATE_789,split,1.000,split; province_overlap=2; tsr_overlap_rank=2/5; bsr_source_count=1
42,STATE_42,1519,STATE_1519,split,1.000,split; province_overlap=2; tsr_overlap_rank=3/5; bsr_source_count=1
42,STATE_42,1350,STATE_1350,split,1.000,split; province_overlap=1; tsr_overlap_rank=4/5; bsr_source_count=1
42,STATE_42,792,STATE_792,merge,0.333,split+merge; province_overlap=1; tsr_overlap_rank=5/5; bsr_source_count=2
43,Northern Hungary,1378,Northern Hungary,split,1.000,split; province_overlap=5; tsr_overlap_rank=1/2; bsr_source_count=1
43,Northern Hungary,43,Northern Hungary,split,1.000,split; province_overlap=4; tsr_overlap_rank=2/2; bsr_source_count=1
44,STATE_44,44,STATE_44,split,0.600,split; province_overlap=3; tsr_overlap_rank=1/3; bsr_source_count=1
44,STATE_44,1045,STATE_1045,merge,0.667,split+merge; province_overlap=2; tsr_overlap_rank=2/3; bsr_source_count=2
44,STATE_44,1510,STATE_1510,split,1.000,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1
45,STATE_45,45,STATE_45,split,1.000,split; province_overlap=2; tsr_overlap_rank=1/3; bsr_source_count=1
45,STATE_45,1987,STATE_1987,split,1.000,split; province_overlap=2; tsr_overlap_rank=2/3; bsr_source_count=1
45,STATE_45,868,STATE_868,split,1.000,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1
46,Muntenia,46,STATE_46,split,1.000,split; province_overlap=9; tsr_overlap_rank=1/3; bsr_source_count=1
46,Muntenia,833,STATE_833,merge,0.667,split+merge; province_overlap=4; tsr_overlap_rank=2/3; bsr_source_count=2
46,Muntenia,832,STATE_832,merge,0.250,split+merge; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=2
47,Thessaly,1453,STATE_1453,split,1.000,split; province_overlap=3; tsr_overlap_rank=1/6; bsr_source_count=1
47,Thessaly,1513,STATE_1513,split,0.667,split; province_overlap=2; tsr_overlap_rank=2/6; bsr_source_count=1
47,Thessaly,47,STATE_47,split,1.000,split; province_overlap=1; tsr_overlap_rank=3/6; bsr_source_count=1
47,Thessaly,1601,STATE_1601,merge,0.500,split+merge; province_overlap=1; tsr_overlap_rank=4/6; bsr_source_count=2
47,Thessaly,185,STATE_185,merge,0.200,split+merge; province_overlap=1; tsr_overlap_rank=5/6; bsr_source_count=2
47,Thessaly,978,STATE_978,split,1.000,split; province_overlap=1; tsr_overlap_rank=6/6; bsr_source_count=1
48,STATE_48,48,STATE_48,split,1.000,split; province_overlap=5; tsr_overlap_rank=1/3; bsr_source_count=1
48,STATE_48,1103,STATE_1103,split,1.000,split; province_overlap=2; tsr_overlap_rank=2/3; bsr_source_count=1
48,STATE_48,1179,STATE_1179,split,1.000,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1
49,Ankara,49,STATE_49,split,1.000,split; province_overlap=5; tsr_overlap_rank=1/4; bsr_source_count=1
49,Ankara,953,STATE_953,split,1.000,split; province_overlap=4; tsr_overlap_rank=2/4; bsr_source_count=1
49,Ankara,956,STATE_956,merge,0.143,split+merge; province_overlap=1; tsr_overlap_rank=3/4; bsr_source_count=4
49,Ankara,1663,STATE_1663,merge,0.200,split+merge; province_overlap=1; tsr_overlap_rank=4/4; bsr_source_count=3
50,Württemberg,1764,STATE_1764,split,1.000,split; province_overlap=3; tsr_overlap_rank=1/6; bsr_source_count=1
50,Württemberg,50,STATE_50,split,1.000,split; province_overlap=3; tsr_overlap_rank=2/6; bsr_source_count=1
50,Württemberg,1447,STATE_1447,split,1.000,split; province_overlap=2; tsr_overlap_rank=3/6; bsr_source_count=1
50,Württemberg,1954,STATE_1954,split,0.500,split; province_overlap=1; tsr_overlap_rank=4/6; bsr_source_count=1
50,Württemberg,1415,STATE_1415,split,1.000,split; province_overlap=1; tsr_overlap_rank=5/6; bsr_source_count=1
50,Württemberg,799,STATE_799,merge,0.500,split+merge; province_overlap=1; tsr_overlap_rank=6/6; bsr_source_count=2
51,STATE_51,1335,STATE_1335,split,0.800,split; province_overlap=4; tsr_overlap_rank=1/5; bsr_source_count=1
51,STATE_51,788,STATE_788,split,1.000,split; province_overlap=2; tsr_overlap_rank=2/5; bsr_source_count=1
51,STATE_51,1062,STATE_1062,split,1.000,split; province_overlap=1; tsr_overlap_rank=3/5; bsr_source_count=1
51,STATE_51,1334,STATE_1334,split,1.000,split; province_overlap=1; tsr_overlap_rank=4/5; bsr_source_count=1
51,STATE_51,51,STATE_51,split,1.000,split; province_overlap=1; tsr_overlap_rank=5/5; bsr_source_count=1
52,STATE_52,52,STATE_52,split,1.000,split; province_overlap=9; tsr_overlap_rank=1/4; bsr_source_count=1
52,STATE_52,1472,STATE_1472,split,1.000,split; province_overlap=1; tsr_overlap_rank=2/4; bsr_source_count=1
52,STATE_52,798,STATE_798,split,1.000,split; province_overlap=1; tsr_overlap_rank=3/4; bsr_source_count=1
52,STATE_52,54,STATE_54,merge,0.125,split+merge; province_overlap=1; tsr_overlap_rank=4/4; bsr_source_count=2
53,STATE_53,53,STATE_53,split,1.000,split; province_overlap=7; tsr_overlap_rank=1/2; bsr_source_count=1
53,STATE_53,800,STATE_800,split,1.000,split; province_overlap=3; tsr_overlap_rank=2/2; bsr_source_count=1
54,STATE_54,54,STATE_54,merge,0.875,split+merge; province_overlap=7; tsr_overlap_rank=1/3; bsr_source_count=2
54,STATE_54,1866,STATE_1866,split,1.000,split; province_overlap=4; tsr_overlap_rank=2/3; bsr_source_count=1
54,STATE_54,1964,STATE_1964,split,1.000,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1
55,STATE_55,55,STATE_55,split,1.000,split; province_overlap=7; tsr_overlap_rank=1/6; bsr_source_count=1
55,STATE_55,1432,STATE_1432,split,1.000,split; province_overlap=2; tsr_overlap_rank=2/6; bsr_source_count=1
55,STATE_55,790,STATE_790,split,1.000,split; province_overlap=2; tsr_overlap_rank=3/6; bsr_source_count=1
55,STATE_55,792,STATE_792,merge,0.333,split+merge; province_overlap=1; tsr_overlap_rank=4/6; bsr_source_count=2
55,STATE_55,1767,STATE_1767,split,1.000,split; province_overlap=1; tsr_overlap_rank=5/6; bsr_source_count=1
55,STATE_55,791,STATE_791,merge,0.500,split+merge; province_overlap=1; tsr_overlap_rank=6/6; bsr_source_count=2
56,STATE_56,56,STATE_56,merge,0.857,split+merge; province_overlap=6; tsr_overlap_rank=1/3; bsr_source_count=2
56,STATE_56,979,STATE_979,merge,0.600,split+merge; province_overlap=3; tsr_overlap_rank=2/3; bsr_source_count=2
56,STATE_56,1878,STATE_1878,merge,0.500,split+merge; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=2
57,STATE_57,57,STATE_57,split,1.000,split; province_overlap=7; tsr_overlap_rank=1/3; bsr_source_count=1
57,STATE_57,979,STATE_979,merge,0.400,split+merge; province_overlap=2; tsr_overlap_rank=2/3; bsr_source_count=2
57,STATE_57,56,STATE_56,merge,0.143,split+merge; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=2
58,STATE_58,58,STATE_58,split,1.000,split; province_overlap=3; tsr_overlap_rank=1/3; bsr_source_count=1
58,STATE_58,1506,STATE_1506,split,1.000,split; province_overlap=2; tsr_overlap_rank=2/3; bsr_source_count=1
58,STATE_58,59,STATE_59,split,1.000,split; province_overlap=1; tsr_overlap_rank=3/3; bsr_source_count=1
59,STATE_59,1473,STATE_1473,split,1.000,split; province_overlap=11; tsr_overlap_rank=1/4; bsr_source_count=1
59,STATE_59,1805,STATE_1805,split,1.000,split; province_overlap=4; tsr_overlap_rank=2/4; bsr_source_count=1
59,STATE_59,793,STATE_793,merge,0.333,split+merge; province_overlap=2; tsr_overlap_rank=3/4; bsr_source_count=2
59,STATE_59,1878,STATE_1878,merge,0.500,split+merge; province_overlap=1; tsr_overlap_rank=4/4; bsr_source_count=2
60,STATE_60,60,STATE_60,split,1.000,split; province_overlap=6; tsr_overlap_rank=1/2; bsr_source_count=1
60,STATE_60,1823,STATE_1823,split,1.000,split; province_overlap=3; tsr_overlap_rank=2/2; bsr_source_count=1
61,STATE_61,61,STATE_61,merge,1.000,merge; province_overlap=6; bsr_source_count=2
62,STATE_62,1509,STATE_1509,split,1.000,split; province_overlap=2; tsr_overlap_rank=1/4; bsr_source_count=1
62,STATE_62,62,STATE_62,split,1.000,split; province_overlap=2; tsr_overlap_rank=2/4; bsr_source_count=1
62,STATE_62,61,STATE_61,merge,0.143,split+merge; province_overlap=1; tsr_overlap_rank=3/4; bsr_source_count=2
62,STATE_62,1804,STATE_1804,split,0.500,split; province_overlap=1; tsr_overlap_rank=4/4; bsr_source_count=1
63,STATE_63,63,STATE_63,split,1.000,split; province_overlap=2; tsr_overlap_rank=1/9; bsr_source_count=1
63,STATE_63,1333,STATE_1333,split,1.000,split; province_overlap=2; tsr_overlap_rank=2/9; bsr_source_count=1
63,STATE_63,1701,STATE_1701,split,1.000,split; province_overlap=2; tsr_overlap_rank=3/9; bsr_source_count=1
63,STATE_63,1508,STATE_1508,split,1.000,split; province_overlap=2; tsr_overlap_rank=4/9; bsr_source_count=1
63,STATE_63,1112,STATE_1112,split,1.000,split; province_overlap=2; tsr_overlap_rank=5/9; bsr_source_count=1
63,STATE_63,1655,STATE_1655,split,1.000,split; province_overlap=1; tsr_overlap_rank=6/9; bsr_source_count=1
63,STATE_63,797,STATE_797,split,1.000,split; province_overlap=1; tsr_overlap_rank=7/9; bsr_source_count=1
63,STATE_63,2014,STATE_2014,split,1.000,split; province_overlap=1; tsr_overlap_rank=8/9; bsr_source_count=1
63,STATE_63,1700,STATE_1700,split,1.000,split; province_overlap=1; tsr_overlap_rank=9/9; bsr_source_count=1
64,STATE_64,794,STATE_794,split,1.000,split; province_overlap=6; tsr_overlap_rank=1/6; bsr_source_count=1
64,STATE_64,793,STATE_793,merge,0.667,split+merge; province_overlap=4; tsr_overlap_rank=2/6; bsr_source_count=2
64,STATE_64,1329,STATE_1329,split,0.667,split; province_overlap=2; tsr_overlap_rank=3/6; bsr_source_count=1
64,STATE_64,1920,STATE_1920,split,1.000,split; province_overlap=2; tsr_overlap_rank=4/6; bsr_source_count=1
64,STATE_64,2033,STATE_2033,split,1.000,split; province_overlap=1; tsr_overlap_rank=5/6; bsr_source_count=1
64,STATE_64,1105,STATE_1105,split,1.000,split; province_overlap=1; tsr_overlap_rank=6/6; bsr_source_count=1
65,STATE_65,795,STATE_795,split,1.000,split; province_overlap=5; tsr_overlap_rank=1/6; bsr_source_count=1
65,STATE_65,65,STATE_65,split,1.000,split; province_overlap=2; tsr_overlap_rank=2/6; bsr_source_count=1
65,STATE_65,1611,STATE_1611,split,1.000,split; province_overlap=1; tsr_overlap_rank=3/6; bsr_source_count=1
65,STATE_65,1926,STATE_1926,split,1.000,split; province_overlap=1; tsr_overlap_rank=4/6; bsr_source_count=1
65,STATE_65,2036,STATE_2036,split,1.000,split; province_overlap=1; tsr_overlap_rank=5/6; bsr_source_count=1
65,STATE_65,1328,STATE_1328,split,1.000,split; province_overlap=1; tsr_overlap_rank=6/6; bsr_source_count=1
66,STATE_66,1705,STATE_1705,split,1.000,split; province_overlap=3; tsr_overlap_rank=1/7; bsr_source_count=1
66,STATE_66,66,STATE_66,split,0.667,split; province_overlap=2; tsr_overlap_rank=2/7; bsr_source_count=1
66,STATE_66,1617,STATE_1617,split,1.000,split; province_overlap=2; tsr_overlap_rank=3/7; bsr_source_count=1
