bsr_state_id,bsr_state_name,tsr_state_id,tsr_state_name,issue
99,STATE_99,99,STATE_99,victory_points province 3277 not in BSR state 99
99,STATE_99,99,STATE_99,victory_points province 399 not in BSR state 99
99,STATE_99,99,STATE_99,victory_points province 3206 not in BSR state 99
103,STATE_103,103,Dalmatia,victory_points province 6889 not in BSR state 103
103,STATE_103,103,Dalmatia,victory_points province 3924 not in BSR state 103
104,STATE_104,104,STATE_104,victory_points province 11899 not in BSR state 104
104,STATE_104,104,STATE_104,victory_points province 6983 not in BSR state 104
105,STATE_105,105,STATE_105,victory_points province 9821 not in BSR state 105
108,STATE_108,802,STATE_802,victory_points province 9849 not in BSR state 108
111,Uusimaa,111,UUSIMA,victory_points province 11211 not in BSR state 111
115,STATE_115,115,STATE_115,victory_points province 13256 not in BSR state 115
119,STATE_119,119,STATE_119,victory_points province 385 not in BSR state 119
123,STATE_123,123,STATE_123,victory_points province 6526 not in BSR state 123
126,STATE_126,126,STATE_126,victory_points province 6103 not in BSR state 126
127,Sussex,127,Sussex,victory_points province 3501 not in BSR state 127
129,STATE_129,129,STATE_129,victory_points province 6237 not in BSR state 129
137,STATE_137,137,STATE_137,victory_points province 3686 not in BSR state 137
137,STATE_137,137,STATE_137,victory_points province 705 not in BSR state 137
144,STATE_144,925,STATE_925,victory_points province 9116 not in BSR state 144
146,STATE_146,146,KARJALA,victory_points province 9206 not in BSR state 146
148,STATE_148,148,LAPPI,victory_points province 11164 not in BSR state 148
148,STATE_148,148,LAPPI,victory_points province 11125 not in BSR state 148
149,Pohjanmaa,149,VAASA,victory_points province 3122 not in BSR state 149
149,Pohjanmaa,149,VAASA,victory_points province 66 not in BSR state 149
149,Pohjanmaa,149,VAASA,victory_points province 6141 not in BSR state 149
150,Savo,150,KUOPIO,victory_points province 9061 not in BSR state 150
151,STATE_151,151,STATE_151,victory_points province 658 not in BSR state 151
152,STATE_152,152,STATE_152,victory_points province 688 not in BSR state 152
154,STATE_154,154,STATE_154,victory_points province 9706 not in BSR state 154
155,STATE_155,155,North Transdanubia,victory_points province 11627 not in BSR state 155
158,STATE_158,158,STATE_158,victory_points province 6788 not in BSR state 158
158,STATE_158,158,STATE_158,victory_points province 6780 not in BSR state 158
159,STATE_159,159,STATE_159,victory_points province 3780 not in BSR state 159
161,STATE_161,161,STATE_161,victory_points province 6606 not in BSR state 161
161,STATE_161,161,STATE_161,victory_points province 9752 not in BSR state 161
162,STATE_162,162,STATE_162,victory_points province 6973 not in BSR state 162
166,STATE_166,166,STATE_166,victory_points province 9840 not in BSR state 166
179,STATE_179,179,STATE_179,victory_points province 970 not in BSR state 179
183,STATE_183,183,STATE_183,victory_points province 11984 not in BSR state 183
184,STATE_184,184,STATE_184,victory_points province 11905 not in BSR state 184
185,STATE_185,185,STATE_185,victory_points province 10203 not in BSR state 185
185,STATE_185,185,STATE_185,victory_points province 3914 not in BSR state 185
185,STATE_185,185,STATE_185,victory_points province 1205 not in BSR state 185
187,STATE_187,187,STATE_187,victory_points province 6550 not in BSR state 187
187,STATE_187,187,STATE_187,victory_points province 8435 not in BSR state 187
189,STATE_189,189,STATE_189,victory_points province 6314 not in BSR state 189
193,STATE_193,193,Chernihiv,victory_points province 3568 not in BSR state 193
194,Mozyr,194,Mozyr,victory_points province 6232 not in BSR state 194
198,STATE_198,198,STATE_198,victory_points province 476 not in BSR state 198
204,STATE_204,204,Bobruysk,victory_points province 3350 not in BSR state 204
206,STATE_206,206,STATE_206,victory_points province 9289 not in BSR state 206
211,STATE_211,211,STATE_211,victory_points province 9783 not in BSR state 211
211,STATE_211,211,STATE_211,victory_points province 9769 not in BSR state 211
229,STATE_229,229,STATE_229,victory_points province 7661 not in BSR state 229
229,STATE_229,229,STATE_229,victory_points province 11674 not in BSR state 229
230,STATE_230,230,STATE_230,victory_points province 12441 not in BSR state 230
231,STATE_231,231,STATE_231,victory_points province 3653 not in BSR state 231
232,STATE_232,232,Dagestan,victory_points province 6701 not in BSR state 232
232,STATE_232,232,Dagestan,victory_points province 7624 not in BSR state 232
233,STATE_233,233,STATE_233,victory_points province 9663 not in BSR state 233
234,STATE_234,234,STATE_234,victory_points province 3720 not in BSR state 234
234,STATE_234,234,STATE_234,victory_points province 719 not in BSR state 234
243,STATE_243,243,STATE_243,victory_points province 11336 not in BSR state 243
261,STATE_261,261,STATE_261,victory_points province 6890 not in BSR state 261
275,STATE_275,275,Transvaal,victory_points province 10400 not in BSR state 275
276,STATE_276,276,Southern Ontario,victory_points province 3775 not in BSR state 276
277,STATE_277,277,STATE_277,victory_points province 2008 not in BSR state 277
278,Pampas,278,Pampas,victory_points province 7621 not in BSR state 278
279,Santiago,279,Santiago,victory_points province 12984 not in BSR state 279
279,Santiago,279,Santiago,victory_points province 8251 not in BSR state 279
285,STATE_285,285,STATE_285,victory_points province 7859 not in BSR state 285
291,STATE_291,1011,STATE_1011,victory_points province 2089 not in BSR state 291
291,STATE_291,1011,STATE_1011,victory_points province 8001 not in BSR state 291
301,STATE_301,301,STATE_301,victory_points province 11023 not in BSR state 301
303,Lima,303,Lima,victory_points province 2156 not in BSR state 303
304,STATE_304,304,STATE_304,victory_points province 4611 not in BSR state 304
317,STATE_317,317,STATE_317,victory_points province 2075 not in BSR state 317
325,STATE_325,325,STATE_325,victory_points province 4501 not in BSR state 325
325,STATE_325,325,STATE_325,victory_points province 12262 not in BSR state 325
327,Luzon,327,Manila,victory_points province 4288 not in BSR state 327
328,STATE_328,328,Kirin,victory_points province 4572 not in BSR state 328
330,STATE_330,330,STATE_330,victory_points province 7799 not in BSR state 330
334,STATE_334,1077,STATE_1077,victory_points province 12110 not in BSR state 334
339,STATE_339,339,STATE_339,victory_points province 4112 not in BSR state 339
340,STATE_340,1055,STATE_1055,victory_points province 11811 not in BSR state 340
342,STATE_342,342,Antalya,victory_points province 1005 not in BSR state 342
343,STATE_343,346,STATE_346,victory_points province 9861 not in BSR state 343
343,STATE_343,346,STATE_346,victory_points province 6807 not in BSR state 343
345,STATE_345,345,STATE_345,victory_points province 10056 not in BSR state 345
345,STATE_345,345,STATE_345,victory_points province 11810 not in BSR state 345
345,STATE_345,345,STATE_345,victory_points province 11746 not in BSR state 345
346,STATE_346,346,STATE_346,victory_points province 9861 not in BSR state 346
346,STATE_346,346,STATE_346,victory_points province 784 not in BSR state 346
348,STATE_348,348,Kayseri,victory_points province 3870 not in BSR state 348
351,STATE_351,351,Vologda,victory_points province 9131 not in BSR state 351
352,STATE_352,352,STATE_352,victory_points province 7530 not in BSR state 352
354,STATE_354,354,STATE_354,victory_points province 9868 not in BSR state 354
354,STATE_354,354,STATE_354,victory_points province 11853 not in BSR state 354
356,STATE_356,356,Kastamonu,victory_points province 6995 not in BSR state 356
357,STATE_357,357,STATE_357,victory_points province 12459 not in BSR state 357
357,STATE_357,357,STATE_357,victory_points province 9832 not in BSR state 357
358,STATE_358,358,STATE_358,victory_points province 3878 not in BSR state 358
358,STATE_358,358,STATE_358,victory_points province 11654 not in BSR state 358
360,STATE_360,360,STATE_360,victory_points province 6845 not in BSR state 360
360,STATE_360,360,STATE_360,victory_points province 11800 not in BSR state 360
361,STATE_361,361,STATE_361,victory_points province 6984 not in BSR state 361
367,STATE_367,367,STATE_367,victory_points province 7480 not in BSR state 367
367,STATE_367,367,STATE_367,victory_points province 12735 not in BSR state 367
370,STATE_370,370,STATE_370,victory_points province 4464 not in BSR state 370
371,STATE_371,371,STATE_371,victory_points province 7552 not in BSR state 371
375,STATE_375,375,STATE_375,victory_points province 12782 not in BSR state 375
377,STATE_377,377,STATE_377,victory_points province 853 not in BSR state 377
378,STATE_378,378,STATE_378,victory_points province 9814 not in BSR state 378
378,STATE_378,378,STATE_378,victory_points province 1562 not in BSR state 378
378,STATE_378,378,STATE_378,victory_points province 9671 not in BSR state 378
378,STATE_378,378,STATE_378,victory_points province 9713 not in BSR state 378
379,STATE_379,379,STATE_379,victory_points province 4799 not in BSR state 379
382,STATE_382,382,STATE_382,victory_points province 1827 not in BSR state 382
385,STATE_385,385,STATE_385,victory_points province 3513 not in BSR state 385
390,STATE_390,390,STATE_390,victory_points province 1747 not in BSR state 390
402,STATE_402,402,STATE_402,victory_points province 7341 not in BSR state 402
405,STATE_405,405,Tashkent,victory_points province 10488 not in BSR state 405
416,STATE_416,416,STATE_416,victory_points province 5029 not in BSR state 416
420,STATE_420,420,STATE_420,victory_points province 7969 not in BSR state 420
422,STATE_422,422,STATE_422,victory_points province 10201 not in BSR state 422
425,Mysore,425,Mysore,victory_points province 8011 not in BSR state 425
425,Mysore,425,Mysore,victory_points province 4315 not in BSR state 425
440,STATE_440,440,STATE_440,victory_points province 10772 not in BSR state 440
443,STATE_443,443,Sind,victory_points province 3456 not in BSR state 443
446,STATE_446,907,STATE_907,victory_points province 3996 not in BSR state 446
446,STATE_446,907,STATE_907,victory_points province 1068 not in BSR state 446
453,STATE_453,453,STATE_453,victory_points province 10099 not in BSR state 453
454,STATE_454,454,Palestine,victory_points province 1086 not in BSR state 454
454,STATE_454,454,Palestine,victory_points province 1065 not in BSR state 454
456,STATE_456,456,Aswan,victory_points province 12071 not in BSR state 456
456,STATE_456,456,Aswan,victory_points province 11974 not in BSR state 456
456,STATE_456,456,Aswan,victory_points province 11999 not in BSR state 456
458,STATE_458,458,STATE_458,victory_points province 11969 not in BSR state 458
459,STATE_459,513,Tlmecen,victory_points province 12034 not in BSR state 459
468,STATE_468,468,Saint Lawrence,victory_points province 10230 not in BSR state 468
478,Jalisco,478,Jalisco,victory_points province 10172 not in BSR state 478
479,STATE_479,479,STATE_479,victory_points province 5015 not in BSR state 479
485,STATE_485,485,STATE_485,victory_points province 10730 not in BSR state 485
487,STATE_487,487,STATE_487,victory_points province 2160 not in BSR state 487
489,Zulia,489,Zulia,victory_points province 1944 not in BSR state 489
490,STATE_490,490,STATE_490,victory_points province 13289 not in BSR state 490
491,STATE_491,491,STATE_491,victory_points province 10970 not in BSR state 491
492,STATE_492,492,STATE_492,victory_points province 13288 not in BSR state 492
492,STATE_492,492,STATE_492,victory_points province 13286 not in BSR state 492
502,STATE_502,502,STATE_502,victory_points province 10447 not in BSR state 502
504,STATE_504,280,STATE_280,victory_points province 2111 not in BSR state 504
510,STATE_510,510,STATE_510,victory_points province 11007 not in BSR state 510
510,STATE_510,510,STATE_510,victory_points province 12964 not in BSR state 510
510,STATE_510,510,STATE_510,victory_points province 1449 not in BSR state 510
513,STATE_513,513,Tlmecen,victory_points province 12034 not in BSR state 513
527,STATE_527,527,STATE_527,victory_points province 1003 not in BSR state 527
528,STATE_528,528,North Kyushu,victory_points province 11925 not in BSR state 528
530,STATE_530,530,Shikoku,victory_points province 7197 not in BSR state 530
534,Hokuriku,534,"was Hokuriku, is actually Kōshin'etsu",victory_points province 10015 not in BSR state 534
542,STATE_542,542,STATE_542,victory_points province 8214 not in BSR state 542
549,STATE_549,549,"Kurdufan / was ""Sudan""",victory_points province 2096 not in BSR state 549
554,STATE_554,554,STATE_554,victory_points province 4486 not in BSR state 554
566,Irktusk,566,Irktusk,victory_points province 4797 not in BSR state 566
572,Chelyabinsk,572,Chelyabinsk,victory_points province 9292 not in BSR state 572
592,STATE_592,592,STATE_592,victory_points province 1047 not in BSR state 592
593,STATE_593,593,STATE_593,victory_points province 9970 not in BSR state 593
601,STATE_601,601,STATE_601,victory_points province 10856 not in BSR state 601
603,STATE_603,603,STATE_603,victory_points province 4504 not in BSR state 603
604,STATE_604,604,STATE_604,victory_points province 8018 not in BSR state 604
610,STATE_610,610,Jehol,victory_points province 11801 not in BSR state 610
617,STATE_617,617,STATE_617,victory_points province 12601 not in BSR state 617
618,STATE_618,618,Dzungaria,victory_points province 4823 not in BSR state 618
621,STATE_621,621,STATE_621,victory_points province 7158 not in BSR state 621
640,STATE_640,998,STATE_998,victory_points province 4425 not in BSR state 640
641,STATE_641,641,STATE_641,victory_points province 12148 not in BSR state 641
664,STATE_664,664,STATE_664,victory_points province 6573 not in BSR state 664
665,STATE_665,665,STATE_665,victory_points province 7005 not in BSR state 665
666,STATE_666,666,STATE_666,victory_points province 9147 not in BSR state 666
667,STATE_667,667,STATE_667,victory_points province 13406 not in BSR state 667
667,STATE_667,667,STATE_667,victory_points province 13410 not in BSR state 667
671,STATE_671,671,STATE_671,victory_points province 9948 not in BSR state 671
676,STATE_676,676,STATE_676,victory_points province 3916 not in BSR state 676
676,STATE_676,676,STATE_676,victory_points province 6826 not in BSR state 676
677,STATE_677,677,STATE_677,victory_points province 1056 not in BSR state 677
677,STATE_677,677,STATE_677,victory_points province 1088 not in BSR state 677
682,STATE_682,682,STATE_682,victory_points province 7899 not in BSR state 682
688,STATE_688,688,STATE_688,victory_points province 2195 not in BSR state 688
714,STATE_714,714,STATE_714,victory_points province 12485 not in BSR state 714
715,STATE_715,715,STATE_715,victory_points province 11836 not in BSR state 715
719,STATE_719,719,Natal,victory_points province 1468 not in BSR state 719
719,STATE_719,719,Natal,victory_points province 4696 not in BSR state 719
726,STATE_726,726,STATE_726,victory_points province 13431 not in BSR state 726
731,STATE_731,731,STATE_731,victory_points province 11818 not in BSR state 731
736,STATE_736,852,Dalmatia,victory_points province 11564 not in BSR state 736
747,STATE_747,747,STATE_747,victory_points province 10863 not in BSR state 747
754,STATE_754,754,STATE_754,victory_points province 12732 not in BSR state 754
754,STATE_754,754,STATE_754,victory_points province 11448 not in BSR state 754
756,STATE_756,1044,STATE_1044,victory_points province 5100 not in BSR state 756
761,STATE_761,761,STATE_761,victory_points province 12690 not in BSR state 761
771,Zambia,771,Zambia,victory_points province 5221 not in BSR state 771
787,STATE_787,787,Northern Kashmir,victory_points province 1910 not in BSR state 787
788,STATE_788,51,STATE_51,victory_points province 6469 not in BSR state 788
788,STATE_788,51,STATE_51,victory_points province 587 not in BSR state 788
789,STATE_789,42,STATE_42,victory_points province 11435 not in BSR state 789
790,STATE_790,55,STATE_55,victory_points province 564 not in BSR state 790
790,STATE_790,55,STATE_55,victory_points province 6444 not in BSR state 790
790,STATE_790,55,STATE_55,victory_points province 11560 not in BSR state 790
791,STATE_791,55,STATE_55,victory_points province 6488 not in BSR state 791
791,STATE_791,55,STATE_55,victory_points province 564 not in BSR state 791
791,STATE_791,55,STATE_55,victory_points province 6444 not in BSR state 791
791,STATE_791,55,STATE_55,victory_points province 11560 not in BSR state 791
792,STATE_792,42,STATE_42,victory_points province 11435 not in BSR state 792
792,STATE_792,42,STATE_42,victory_points province 9575 not in BSR state 792
792,STATE_792,42,STATE_42,victory_points province 11531 not in BSR state 792
793,STATE_793,64,STATE_64,victory_points province 6521 not in BSR state 793
793,STATE_793,64,STATE_64,victory_points province 9496 not in BSR state 793
794,STATE_794,64,STATE_64,victory_points province 6521 not in BSR state 794
794,STATE_794,64,STATE_64,victory_points province 3522 not in BSR state 794
794,STATE_794,64,STATE_64,victory_points province 9496 not in BSR state 794
795,STATE_795,65,STATE_65,victory_points province 514 not in BSR state 795
796,STATE_796,909,STATE_909,victory_points province 317 not in BSR state 796
797,STATE_797,63,STATE_63,victory_points province 11372 not in BSR state 797
798,STATE_798,52,STATE_52,victory_points province 692 not in BSR state 798
798,STATE_798,52,STATE_52,victory_points province 708 not in BSR state 798
799,STATE_799,50,Württemberg,victory_points province 9517 not in BSR state 799
799,STATE_799,50,Württemberg,victory_points province 11499 not in BSR state 799
801,STATE_801,66,STATE_66,victory_points province 9570 not in BSR state 801
801,STATE_801,66,STATE_66,victory_points province 552 not in BSR state 801
802,STATE_802,66,STATE_66,victory_points province 9570 not in BSR state 802
802,STATE_802,66,STATE_66,victory_points province 552 not in BSR state 802
803,STATE_803,67,STATE_67,victory_points province 11467 not in BSR state 803
803,STATE_803,67,STATE_67,victory_points province 9511 not in BSR state 803
806,STATE_806,153,STATE_153,victory_points province 673 not in BSR state 806
807,STATE_807,4,STATE_4,victory_points province 11666 not in BSR state 807
808,STATE_808,974,South Transdanubia,victory_points province 11610 not in BSR state 808
809,STATE_809,973,STATE_973,victory_points province 6670 not in BSR state 809
815,STATE_815,18,STATE_18,victory_points province 13011 not in BSR state 815
815,STATE_815,18,STATE_18,victory_points province 3560 not in BSR state 815
816,STATE_816,849,STATE_849,victory_points province 9784 not in BSR state 816
816,STATE_816,849,STATE_849,victory_points province 11998 not in BSR state 816
816,STATE_816,849,STATE_849,victory_points province 11837 not in BSR state 816
817,STATE_817,18,STATE_18,victory_points province 13011 not in BSR state 817
817,STATE_817,18,STATE_18,victory_points province 3560 not in BSR state 817
819,STATE_819,24,STATE_24,victory_points province 512 not in BSR state 819
820,STATE_820,31,STATE_31,victory_points province 6766 not in BSR state 820
830,STATE_830,79,STATE_79,victory_points province 9716 not in BSR state 830
830,STATE_830,79,STATE_79,victory_points province 6706 not in BSR state 830
832,STATE_832,971,Northern Dobruja,victory_points province 657 not in BSR state 832
833,STATE_833,46,Muntenia,victory_points province 9617 not in BSR state 833
833,STATE_833,46,Muntenia,victory_points province 3663 not in BSR state 833
835,STATE_835,357,STATE_357,victory_points province 6732 not in BSR state 835
835,STATE_835,357,STATE_357,victory_points province 12459 not in BSR state 835
835,STATE_835,357,STATE_357,victory_points province 9832 not in BSR state 835
836,STATE_836,357,STATE_357,victory_points province 6732 not in BSR state 836
836,STATE_836,357,STATE_357,victory_points province 9832 not in BSR state 836
837,STATE_837,357,STATE_357,victory_points province 6732 not in BSR state 837
837,STATE_837,357,STATE_357,victory_points province 12459 not in BSR state 837
837,STATE_837,357,STATE_357,victory_points province 9832 not in BSR state 837
838,STATE_838,357,STATE_357,victory_points province 6732 not in BSR state 838
838,STATE_838,357,STATE_357,victory_points province 12459 not in BSR state 838
838,STATE_838,357,STATE_357,victory_points province 9832 not in BSR state 838
839,STATE_839,357,STATE_357,victory_points province 6732 not in BSR state 839
839,STATE_839,357,STATE_357,victory_points province 12459 not in BSR state 839
840,STATE_840,357,STATE_357,victory_points province 6732 not in BSR state 840
840,STATE_840,357,STATE_357,victory_points province 12459 not in BSR state 840
840,STATE_840,357,STATE_357,victory_points province 9832 not in BSR state 840
841,STATE_841,361,STATE_361,victory_points province 3957 not in BSR state 841
841,STATE_841,361,STATE_361,victory_points province 6984 not in BSR state 841
842,STATE_842,468,Saint Lawrence,victory_points province 4345 not in BSR state 842
842,STATE_842,468,Saint Lawrence,victory_points province 12149 not in BSR state 842
844,STATE_844,361,STATE_361,victory_points province 3957 not in BSR state 844
845,STATE_845,371,STATE_371,victory_points province 7552 not in BSR state 845
848,STATE_848,383,STATE_383,victory_points province 4740 not in BSR state 848
848,STATE_848,383,STATE_383,victory_points province 7834 not in BSR state 848
849,STATE_849,374,STATE_374,victory_points province 1806 not in BSR state 849
850,STATE_850,375,STATE_375,victory_points province 10337 not in BSR state 850
850,STATE_850,375,STATE_375,victory_points province 3960 not in BSR state 850
850,STATE_850,375,STATE_375,victory_points province 12782 not in BSR state 850
851,STATE_851,375,STATE_375,victory_points province 10337 not in BSR state 851
851,STATE_851,375,STATE_375,victory_points province 3960 not in BSR state 851
851,STATE_851,375,STATE_375,victory_points province 12782 not in BSR state 851
852,STATE_852,375,STATE_375,victory_points province 10337 not in BSR state 852
852,STATE_852,375,STATE_375,victory_points province 3960 not in BSR state 852
853,STATE_853,379,STATE_379,victory_points province 4799 not in BSR state 853
854,STATE_854,378,STATE_378,victory_points province 9814 not in BSR state 854
854,STATE_854,378,STATE_378,victory_points province 1562 not in BSR state 854
854,STATE_854,378,STATE_378,victory_points province 9671 not in BSR state 854
855,STATE_855,378,STATE_378,victory_points province 9814 not in BSR state 855
855,STATE_855,378,STATE_378,victory_points province 1562 not in BSR state 855
855,STATE_855,378,STATE_378,victory_points province 9671 not in BSR state 855
855,STATE_855,378,STATE_378,victory_points province 9713 not in BSR state 855
856,STATE_856,393,STATE_393,victory_points province 6710 not in BSR state 856
857,STATE_857,391,STATE_391,victory_points province 1866 not in BSR state 857
858,STATE_858,371,STATE_371,victory_points province 7552 not in BSR state 858
859,STATE_859,388,STATE_388,victory_points province 4860 not in BSR state 859
863,STATE_863,88,STATE_88,victory_points province 9427 not in BSR state 863
863,STATE_863,88,STATE_88,victory_points province 442 not in BSR state 863
863,STATE_863,88,STATE_88,victory_points province 9494 not in BSR state 863
864,STATE_864,305,STATE_305,victory_points province 12798 not in BSR state 864
864,STATE_864,305,STATE_305,victory_points province 8252 not in BSR state 864
864,STATE_864,305,STATE_305,victory_points province 5120 not in BSR state 864
865,STATE_865,807,STATE_807,victory_points province 9263 not in BSR state 865
865,STATE_865,807,STATE_807,victory_points province 3295 not in BSR state 865
865,STATE_865,807,STATE_807,victory_points province 279 not in BSR state 865
866,STATE_866,736,Name was Istria before the Pola (Istria) split and merge with Fiume,victory_points province 6626 not in BSR state 866
868,STATE_868,45,STATE_45,victory_points province 619 not in BSR state 868
869,STATE_869,109,Croatia,victory_points province 11581 not in BSR state 869
878,STATE_878,108,STATE_108,victory_points province 9602 not in BSR state 878
879,STATE_879,814,STATE_814,victory_points province 11312 not in BSR state 879
880,STATE_880,810,STATE_810,victory_points province 6222 not in BSR state 880
880,STATE_880,810,STATE_810,victory_points province 3255 not in BSR state 880
881,STATE_881,809,STATE_809,victory_points province 310 not in BSR state 881
881,STATE_881,809,STATE_809,victory_points province 222 not in BSR state 881
886,STATE_886,972,STATE_972,victory_points province 557 not in BSR state 886
887,STATE_887,69,STATE_69,victory_points province 3585 not in BSR state 887
887,STATE_887,69,STATE_69,victory_points province 11432 not in BSR state 887
889,STATE_889,70,STATE_70,victory_points province 9692 not in BSR state 889
889,STATE_889,70,STATE_70,victory_points province 11539 not in BSR state 889
889,STATE_889,70,STATE_70,victory_points province 541 not in BSR state 889
892,STATE_892,845,STATE_845,victory_points province 9638 not in BSR state 892
894,STATE_894,151,STATE_151,victory_points province 658 not in BSR state 894
896,STATE_896,772,Middle Congo (Brazzaville),victory_points province 8193 not in BSR state 896
896,STATE_896,772,Middle Congo (Brazzaville),victory_points province 12975 not in BSR state 896
898,STATE_898,774,STATE_774,victory_points province 2081 not in BSR state 898
899,STATE_899,660,STATE_660,victory_points province 12830 not in BSR state 899
901,STATE_901,900,STATE_900,victory_points province 8034 not in BSR state 901
903,STATE_903,1031,STATE_1031,victory_points province 10115 not in BSR state 903
903,STATE_903,1031,STATE_1031,victory_points province 11977 not in BSR state 903
903,STATE_903,1031,STATE_1031,victory_points province 4126 not in BSR state 903
903,STATE_903,1031,STATE_1031,victory_points province 10110 not in BSR state 903
904,STATE_904,1031,STATE_1031,victory_points province 10115 not in BSR state 904
907,STATE_907,1029,STATE_1029,victory_points province 1148 not in BSR state 907
