bsr_state_id,bsr_state_name,current_selected_tsr_state_id,current_selected_tsr_state_name,current_mapping_type,suggested_decision_status,manual_decision,manual_tsr_state_id,reviewer_notes
1756,STATE_1756,161,STATE_161,split,requires_manual,,,owner/controller/core conflict
1802,STATE_1802,158,STATE_158,split,requires_manual,,,owner/controller/core conflict
1807,STATE_1807,977,Antwerpen,split,requires_manual,,,owner/controller/core conflict
1884,STATE_1884,325,STATE_325,split,requires_manual,,,owner/controller/core conflict
1911,STATE_1911,672,STATE_672,merge,requires_manual,,,owner/controller/core conflict
1913,STATE_1913,1071,STATE_1071,merge,requires_manual,,,owner/controller/core conflict
1926,STATE_1926,65,STATE_65,split,requires_manual,,,owner/controller/core conflict
1934,STATE_1934,28,Alsace-Lorraine,split,requires_manual,,,owner/controller/core conflict
1935,STATE_1935,458,STATE_458,split,requires_manual,,,owner/controller/core conflict
1938,STATE_1938,671,STATE_671,split,requires_manual,,,owner/controller/core conflict
1976,STATE_1976,35,STATE_35,split,requires_manual,,,owner/controller/core conflict
1978,STATE_1978,610,Jehol,merge,requires_manual,,,owner/controller/core conflict
1990,STATE_1990,980,STATE_980,split,requires_manual,,,owner/controller/core conflict
2003,STATE_2003,104,STATE_104,merge,requires_manual,,,owner/controller/core conflict
2019,STATE_2019,189,STATE_189,split,requires_manual,,,owner/controller/core conflict
2036,STATE_2036,65,STATE_65,split,requires_manual,,,owner/controller/core conflict
28,STATE_28,978,Baden,merge,requires_manual,,,owner/controller/core conflict
42,STATE_42,42,STATE_42,split,requires_manual,,,owner/controller/core conflict
44,STATE_44,44,STATE_44,split,requires_manual,,,owner/controller/core conflict
47,STATE_47,47,Thessaly,split,requires_manual,,,owner/controller/core conflict
88,STATE_88,88,STATE_88,split,requires_manual,,,owner/controller/core conflict
108,STATE_108,802,STATE_802,merge,requires_manual,,,owner/controller/core conflict
158,STATE_158,158,STATE_158,split,requires_manual,,,owner/controller/core conflict
189,STATE_189,189,STATE_189,merge,requires_manual,,,owner/controller/core conflict
334,STATE_334,1077,STATE_1077,merge,requires_manual,,,owner/controller/core conflict
340,STATE_340,1055,STATE_1055,merge,requires_manual,,,owner/controller/core conflict
357,STATE_357,357,STATE_357,split,requires_manual,,,owner/controller/core conflict
527,STATE_527,527,STATE_527,merge,requires_manual,,,owner/controller/core conflict
592,STATE_592,592,STATE_592,merge,requires_manual,,,owner/controller/core conflict
731,STATE_731,731,STATE_731,merge,requires_manual,,,owner/controller/core conflict
736,STATE_736,852,Dalmatia,split,requires_manual,,,owner/controller/core conflict
788,STATE_788,51,STATE_51,split,requires_manual,,,owner/controller/core conflict
797,STATE_797,63,STATE_63,split,requires_manual,,,owner/controller/core conflict
803,STATE_803,67,STATE_67,split,requires_manual,,,owner/controller/core conflict
817,STATE_817,18,STATE_18,merge,requires_manual,,,owner/controller/core conflict
830,STATE_830,79,STATE_79,split,requires_manual,,,owner/controller/core conflict
845,STATE_845,371,STATE_371,split,requires_manual,,,owner/controller/core conflict
858,STATE_858,371,STATE_371,split,requires_manual,,,owner/controller/core conflict
878,STATE_878,108,STATE_108,merge,requires_manual,,,owner/controller/core conflict
907,STATE_907,1029,STATE_1029,merge,requires_manual,,,owner/controller/core conflict
940,STATE_940,105,STATE_105,split,requires_manual,,,owner/controller/core conflict
941,STATE_941,802,STATE_802,split,requires_manual,,,owner/controller/core conflict
946,STATE_946,1011,STATE_1011,merge,requires_manual,,,owner/controller/core conflict
952,STATE_952,183,STATE_183,split,requires_manual,,,owner/controller/core conflict
970,STATE_970,409,STATE_409,split,requires_manual,,,owner/controller/core conflict
971,STATE_971,526,STATE_526,split,requires_manual,,,owner/controller/core conflict
975,STATE_975,187,STATE_187,split,requires_manual,,,owner/controller/core conflict
976,STATE_976,185,STATE_185,split,requires_manual,,,owner/controller/core conflict
991,STATE_991,117,Campania,split,requires_manual,,,owner/controller/core conflict
1005,STATE_1005,229,STATE_229,split,requires_manual,,,owner/controller/core conflict
1009,STATE_1009,917,STATE_917,merge,requires_manual,,,owner/controller/core conflict
1012,STATE_1012,920,STATE_920,merge,requires_manual,,,owner/controller/core conflict
1022,STATE_1022,328,Kirin,split,requires_manual,,,owner/controller/core conflict
1026,STATE_1026,328,Kirin,merge,requires_manual,,,owner/controller/core conflict
1047,STATE_1047,104,STATE_104,split,requires_manual,,,owner/controller/core conflict
1060,STATE_1060,35,STATE_35,split,requires_manual,,,owner/controller/core conflict
1063,STATE_1063,184,STATE_184,merge,requires_manual,,,owner/controller/core conflict
1078,STATE_1078,671,STATE_671,split,requires_manual,,,owner/controller/core conflict
1081,STATE_1081,1088,STATE_1088,split,requires_manual,,,owner/controller/core conflict
1088,STATE_1088,559,STATE_559,split,requires_manual,,,owner/controller/core conflict
1103,STATE_1103,48,STATE_48,split,requires_manual,,,owner/controller/core conflict
1111,STATE_1111,835,STATE_835,merge,requires_manual,,,owner/controller/core conflict
1127,STATE_1127,226,Dnipropertovsk,split,requires_manual,,,owner/controller/core conflict
1130,STATE_1130,1007,STATE_1007,merge,requires_manual,,,owner/controller/core conflict
1136,STATE_1136,889,STATE_889,merge,requires_manual,,,owner/controller/core conflict
1139,STATE_1139,731,STATE_731,split,requires_manual,,,owner/controller/core conflict
1159,STATE_1159,731,STATE_731,split,requires_manual,,,owner/controller/core conflict
1186,STATE_1186,23,STATE_23,split,requires_manual,,,owner/controller/core conflict
1218,STATE_1218,719,Natal,split,requires_manual,,,owner/controller/core conflict
1230,STATE_1230,106,STATE_106,merge,requires_manual,,,owner/controller/core conflict
1245,STATE_1245,676,STATE_676,split,requires_manual,,,owner/controller/core conflict
1247,STATE_1247,291,STATE_291,merge,requires_manual,,,owner/controller/core conflict
1263,STATE_1263,229,STATE_229,split,requires_manual,,,owner/controller/core conflict
1264,STATE_1264,676,STATE_676,split,requires_manual,,,owner/controller/core conflict
1291,STATE_1291,1055,STATE_1055,split,requires_manual,,,owner/controller/core conflict
1315,STATE_1315,594,STATE_594,split,requires_manual,,,owner/controller/core conflict
1317,STATE_1317,599,STATE_599,split,requires_manual,,,owner/controller/core conflict
1334,STATE_1334,51,STATE_51,split,requires_manual,,,owner/controller/core conflict
1348,STATE_1348,67,STATE_67,split,requires_manual,,,owner/controller/core conflict
1366,STATE_1366,229,STATE_229,split,requires_manual,,,owner/controller/core conflict
1374,STATE_1374,88,STATE_88,split,requires_manual,,,owner/controller/core conflict
1391,STATE_1391,158,STATE_158,split,requires_manual,,,owner/controller/core conflict
1397,STATE_1397,119,STATE_119,split,requires_manual,,,owner/controller/core conflict
1407,STATE_1407,408,STATE_408,split,requires_manual,,,owner/controller/core conflict
1415,STATE_1415,50,Württemberg,split,requires_manual,,,owner/controller/core conflict
1421,STATE_1421,104,STATE_104,split,requires_manual,,,owner/controller/core conflict
1428,STATE_1428,731,STATE_731,split,requires_manual,,,owner/controller/core conflict
1444,STATE_1444,227,STATE_227,merge,requires_manual,,,owner/controller/core conflict
1490,STATE_1490,202,STATE_202,merge,requires_manual,,,owner/controller/core conflict
1525,STATE_1525,546,STATE_546,split,requires_manual,,,owner/controller/core conflict
1526,STATE_1526,546,STATE_546,split,requires_manual,,,owner/controller/core conflict
1527,STATE_1527,771,Zambia,split,requires_manual,,,owner/controller/core conflict
1554,STATE_1554,976,STATE_976,split,requires_manual,,,owner/controller/core conflict
1558,STATE_1558,88,STATE_88,split,requires_manual,,,owner/controller/core conflict
1588,STATE_1588,88,STATE_88,split,requires_manual,,,owner/controller/core conflict
1594,STATE_1594,101,STATE_101,split,requires_manual,,,owner/controller/core conflict
1615,STATE_1615,371,STATE_371,split,requires_manual,,,owner/controller/core conflict
1617,STATE_1617,66,STATE_66,split,requires_manual,,,owner/controller/core conflict
1638,STATE_1638,920,STATE_920,merge,requires_manual,,,owner/controller/core conflict
1662,STATE_1662,340,STATE_340,merge,requires_manual,,,owner/controller/core conflict
1679,STATE_1679,4,STATE_4,split,requires_manual,,,owner/controller/core conflict
1729,STATE_1729,70,STATE_70,merge,requires_manual,,,owner/controller/core conflict
1734,STATE_1734,17,Lorraine,merge,requires_manual,,,owner/controller/core conflict
1753,STATE_1753,616,STATE_616,split,requires_manual,,,owner/controller/core conflict
1754,STATE_1754,34,STATE_34,split,requires_manual,,,owner/controller/core conflict
1798,STATE_1798,26,Auveregne,merge,requires_manual,,,owner/controller/core conflict
1808,STATE_1808,977,Antwerpen,split,requires_manual,,,owner/controller/core conflict
1821,STATE_1821,1005,STATE_1005,merge,requires_manual,,,owner/controller/core conflict
1823,STATE_1823,60,STATE_60,split,requires_manual,,,owner/controller/core conflict
1865,STATE_1865,152,STATE_152,split,requires_manual,,,owner/controller/core conflict
1907,STATE_1907,512,STATE_512,merge,requires_manual,,,owner/controller/core conflict
1910,STATE_1910,1072,STATE_1072,split,requires_manual,,,owner/controller/core conflict
1914,STATE_1914,672,STATE_672,split,requires_manual,,,owner/controller/core conflict
1921,STATE_1921,612,STATE_612,split,requires_manual,,,owner/controller/core conflict
1928,STATE_1928,334,STATE_334,merge,requires_manual,,,owner/controller/core conflict
1944,STATE_1944,771,Zambia,split,requires_manual,,,owner/controller/core conflict
1946,Mysore,425,Mysore,split,requires_manual,,,owner/controller/core conflict
1964,STATE_1964,54,STATE_54,split,requires_manual,,,owner/controller/core conflict
1965,STATE_1965,978,Baden,split,requires_manual,,,owner/controller/core conflict
1989,STATE_1989,980,STATE_980,split,requires_manual,,,owner/controller/core conflict
2004,STATE_2004,104,STATE_104,split,requires_manual,,,owner/controller/core conflict
2009,STATE_2009,232,Dagestan,split,requires_manual,,,owner/controller/core conflict
2010,STATE_2010,232,Dagestan,split,requires_manual,,,owner/controller/core conflict
2011,STATE_2011,104,STATE_104,split,requires_manual,,,owner/controller/core conflict
2014,STATE_2014,63,STATE_63,split,requires_manual,,,owner/controller/core conflict
2018,STATE_2018,27,Bourgogne,merge,requires_manual,,,owner/controller/core conflict
2037,STATE_2037,272,STATE_272,split,requires_manual,,,owner/controller/core conflict
6,Flanders,6,Flanders,merge,requires_manual,,,owner/controller/core conflict
7,STATE_7,7,STATE_7,split,requires_manual,,,owner/controller/core conflict
34,STATE_34,34,STATE_34,split,requires_manual,,,owner/controller/core conflict
67,STATE_67,67,STATE_67,split,requires_manual,,,owner/controller/core conflict
69,STATE_69,69,STATE_69,split,requires_manual,,,owner/controller/core conflict
70,STATE_70,70,STATE_70,split,requires_manual,,,owner/controller/core conflict
92,STATE_92,92,STATE_92,merge,requires_manual,,,owner/controller/core conflict
104,STATE_104,104,STATE_104,split,requires_manual,,,owner/controller/core conflict
105,STATE_105,105,STATE_105,split,requires_manual,,,owner/controller/core conflict
148,STATE_148,148,LAPPI,split,requires_manual,,,owner/controller/core conflict
150,Savo,150,KUOPIO,merge,requires_manual,,,owner/controller/core conflict
161,STATE_161,161,STATE_161,split,requires_manual,,,owner/controller/core conflict
184,STATE_184,184,STATE_184,merge,requires_manual,,,owner/controller/core conflict
229,STATE_229,229,STATE_229,split,requires_manual,,,owner/controller/core conflict
232,STATE_232,232,Dagestan,split,requires_manual,,,owner/controller/core conflict
325,STATE_325,325,STATE_325,split,requires_manual,,,owner/controller/core conflict
371,STATE_371,371,STATE_371,split,requires_manual,,,owner/controller/core conflict
375,STATE_375,375,STATE_375,split,requires_manual,,,owner/controller/core conflict
402,STATE_402,402,STATE_402,merge,requires_manual,,,owner/controller/core conflict
404,STATE_404,881,Karagandy,merge,requires_manual,,,owner/controller/core conflict
425,Mysore,425,Mysore,split,requires_manual,,,owner/controller/core conflict
459,STATE_459,513,Tlmecen,merge,requires_manual,,,owner/controller/core conflict
479,STATE_479,479,STATE_479,merge,requires_manual,,,owner/controller/core conflict
512,STATE_512,954,STATE_954,merge,requires_manual,,,owner/controller/core conflict
610,STATE_610,610,Jehol,merge,requires_manual,,,owner/controller/core conflict
640,STATE_640,998,STATE_998,merge,requires_manual,,,owner/controller/core conflict
676,STATE_676,676,STATE_676,split,requires_manual,,,owner/controller/core conflict
789,STATE_789,42,STATE_42,split,requires_manual,,,owner/controller/core conflict
806,STATE_806,153,STATE_153,merge,requires_manual,,,owner/controller/core conflict
807,STATE_807,4,STATE_4,split,requires_manual,,,owner/controller/core conflict
814,STATE_814,1048,Moselgebiet,merge,requires_manual,,,owner/controller/core conflict
869,STATE_869,109,Croatia,split,requires_manual,,,owner/controller/core conflict
872,STATE_872,108,STATE_108,merge,requires_manual,,,owner/controller/core conflict
886,STATE_886,972,STATE_972,split,requires_manual,,,owner/controller/core conflict
888,STATE_888,972,STATE_972,split,requires_manual,,,owner/controller/core conflict
899,STATE_899,660,STATE_660,split,requires_manual,,,owner/controller/core conflict
901,STATE_901,900,STATE_900,split,requires_manual,,,owner/controller/core conflict
904,STATE_904,1031,STATE_1031,split,requires_manual,,,owner/controller/core conflict
926,STATE_926,202,STATE_202,split,requires_manual,,,owner/controller/core conflict
931,STATE_931,232,Dagestan,split,requires_manual,,,owner/controller/core conflict
932,STATE_932,232,Dagestan,split,requires_manual,,,owner/controller/core conflict
937,STATE_937,109,Croatia,split,requires_manual,,,owner/controller/core conflict
945,STATE_945,1010,STATE_1010,split,requires_manual,,,owner/controller/core conflict
950,STATE_950,1055,STATE_1055,split,requires_manual,,,owner/controller/core conflict
982,STATE_982,1023,STATE_1023,split,requires_manual,,,owner/controller/core conflict
989,STATE_989,158,STATE_158,split,requires_manual,,,owner/controller/core conflict
1013,STATE_1013,923,STATE_923,merge,requires_manual,,,owner/controller/core conflict
1014,STATE_1014,144,Nordland,merge,requires_manual,,,owner/controller/core conflict
1048,STATE_1048,104,STATE_104,split,requires_manual,,,owner/controller/core conflict
1079,STATE_1079,1017,STATE_1017,split,requires_manual,,,owner/controller/core conflict
1107,STATE_1107,153,STATE_153,merge,requires_manual,,,owner/controller/core conflict
1126,STATE_1126,193,Chernihiv,merge,requires_manual,,,owner/controller/core conflict
1129,STATE_1129,1005,STATE_1005,split,requires_manual,,,owner/controller/core conflict
1131,STATE_1131,1008,STATE_1008,merge,requires_manual,,,owner/controller/core conflict
1148,STATE_1148,589,STATE_589,merge,requires_manual,,,owner/controller/core conflict
1179,STATE_1179,48,STATE_48,split,requires_manual,,,owner/controller/core conflict
1182,STATE_1182,980,STATE_980,split,requires_manual,,,owner/controller/core conflict
1185,STATE_1185,20,Rhone,split,requires_manual,,,owner/controller/core conflict
1197,STATE_1197,548,STATE_548,split,requires_manual,,,owner/controller/core conflict
1204,STATE_1204,106,STATE_106,split,requires_manual,,,owner/controller/core conflict
1215,STATE_1215,275,Transvaal,split,requires_manual,,,owner/controller/core conflict
1216,STATE_1216,275,Transvaal,split,requires_manual,,,owner/controller/core conflict
1222,STATE_1222,229,STATE_229,split,requires_manual,,,owner/controller/core conflict
1229,STATE_1229,934,STATE_934,split,requires_manual,,,owner/controller/core conflict
1250,STATE_1250,588,Semipalatinsk,split,requires_manual,,,owner/controller/core conflict
1270,STATE_1270,20,Rhone,split,requires_manual,,,owner/controller/core conflict
1273,STATE_1273,742,STATE_742,split,requires_manual,,,owner/controller/core conflict
1275,STATE_1275,67,STATE_67,split,requires_manual,,,owner/controller/core conflict
1323,STATE_1323,688,STATE_688,split,requires_manual,,,owner/controller/core conflict
1325,STATE_1325,71,STATE_71,split,requires_manual,,,owner/controller/core conflict
1330,STATE_1330,999,STATE_999,merge,requires_manual,,,owner/controller/core conflict
1332,STATE_1332,68,STATE_68,split,requires_manual,,,owner/controller/core conflict
1344,STATE_1344,592,STATE_592,split,requires_manual,,,owner/controller/core conflict
1347,STATE_1347,67,STATE_67,split,requires_manual,,,owner/controller/core conflict
1403,STATE_1403,108,STATE_108,split,requires_manual,,,owner/controller/core conflict
1404,STATE_1404,104,STATE_104,split,requires_manual,,,owner/controller/core conflict
1406,STATE_1406,92,STATE_92,split,requires_manual,,,owner/controller/core conflict
1438,STATE_1438,189,STATE_189,split,requires_manual,,,owner/controller/core conflict
1468,STATE_1468,742,STATE_742,split,requires_manual,,,owner/controller/core conflict
1469,STATE_1469,404,Kyzyl Orda,merge,requires_manual,,,owner/controller/core conflict
1477,STATE_1477,588,Semipalatinsk,split,requires_manual,,,owner/controller/core conflict
1487,STATE_1487,229,STATE_229,split,requires_manual,,,owner/controller/core conflict
1491,STATE_1491,202,STATE_202,split,requires_manual,,,owner/controller/core conflict
1529,STATE_1529,981,Barotseland,split,requires_manual,,,owner/controller/core conflict
1530,Zambia,771,Zambia,split,requires_manual,,,owner/controller/core conflict
1534,STATE_1534,542,STATE_542,split,requires_manual,,,owner/controller/core conflict
1537,STATE_1537,542,STATE_542,split,requires_manual,,,owner/controller/core conflict
1539,STATE_1539,889,STATE_889,split,requires_manual,,,owner/controller/core conflict
1582,STATE_1582,785,STATE_785,split,requires_manual,,,owner/controller/core conflict
1589,STATE_1589,92,STATE_92,split,requires_manual,,,owner/controller/core conflict
1595,STATE_1595,184,STATE_184,split,requires_manual,,,owner/controller/core conflict
1628,Savo / Tavastland / Tavastia,929,OULU,merge,requires_manual,,,owner/controller/core conflict
1629,Savo / Tavastland / Tavastia,929,OULU,merge,requires_manual,,,owner/controller/core conflict
1730,STATE_1730,20,Rhone,split,requires_manual,,,owner/controller/core conflict
1733,STATE_1733,17,Lorraine,split,requires_manual,,,owner/controller/core conflict
1817,STATE_1817,422,STATE_422,split,requires_manual,,,owner/controller/core conflict
1818,STATE_1818,1005,STATE_1005,merge,requires_manual,,,owner/controller/core conflict
1843,STATE_1843,479,STATE_479,split,requires_manual,,,owner/controller/core conflict
1859,STATE_1859,388,STATE_388,split,requires_manual,,,owner/controller/core conflict
1863,STATE_1863,389,STATE_389,split,requires_manual,,,owner/controller/core conflict
1873,STATE_1873,376,STATE_376,split,requires_manual,,,owner/controller/core conflict
1874,STATE_1874,377,STATE_377,split,requires_manual,,,owner/controller/core conflict
1875,STATE_1875,380,STATE_380,split,requires_manual,,,owner/controller/core conflict
1877,STATE_1877,785,STATE_785,split,requires_manual,,,owner/controller/core conflict
1881,STATE_1881,444,STATE_444,split,requires_manual,,,owner/controller/core conflict
1906,STATE_1906,512,STATE_512,split,requires_manual,,,owner/controller/core conflict
1979,STATE_1979,843,STATE_843,merge,requires_manual,,,owner/controller/core conflict
2012,STATE_2012,109,Croatia,split,requires_manual,,,owner/controller/core conflict
2023,STATE_2023,610,Jehol,split,requires_manual,,,owner/controller/core conflict
2027,STATE_2027,1033,STATE_1033,split,requires_manual,,,owner/controller/core conflict
2032,STATE_2032,68,STATE_68,split,requires_manual,,,owner/controller/core conflict
2040,STATE_2040,27,Bourgogne,split,requires_manual,,,owner/controller/core conflict
2041,STATE_2041,17,Lorraine,split,requires_manual,,,owner/controller/core conflict
2042,STATE_2042,27,Bourgogne,split,requires_manual,,,owner/controller/core conflict
2043,STATE_2043,27,Bourgogne,split,requires_manual,,,owner/controller/core conflict
2044,STATE_2044,27,Bourgogne,split,requires_manual,,,owner/controller/core conflict
