tsr_state_id,tsr_state_name,bsr_state_id,bsr_state_name,mapping_type,confidence,notes
,,1056,STATE_1056,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1068,STATE_1068,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1069,STATE_1069,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1108,STATE_1108,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1117,STATE_1117,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1118,STATE_1118,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1120,STATE_1120,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1121,STATE_1121,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1132,STATE_1132,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1141,STATE_1141,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1152,STATE_1152,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1153,STATE_1153,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1154,STATE_1154,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1161,STATE_1161,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1162,STATE_1162,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1164,STATE_1164,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1165,STATE_1165,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1167,STATE_1167,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1168,STATE_1168,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1169,STATE_1169,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1172,STATE_1172,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1174,STATE_1174,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1176,STATE_1176,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1177,STATE_1177,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1196,STATE_1196,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1212,STATE_1212,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1214,STATE_1214,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1217,STATE_1217,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1219,STATE_1219,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1231,STATE_1231,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1235,STATE_1235,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1238,STATE_1238,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1251,STATE_1251,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1252,STATE_1252,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1253,STATE_1253,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1255,STATE_1255,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1257,STATE_1257,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1258,STATE_1258,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1259,STATE_1259,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1262,STATE_1262,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1265,STATE_1265,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1266,STATE_1266,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1271,STATE_1271,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1272,STATE_1272,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1280,STATE_1280,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1281,STATE_1281,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1282,STATE_1282,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1283,STATE_1283,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1284,STATE_1284,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1289,STATE_1289,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1294,STATE_1294,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1297,STATE_1297,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1308,STATE_1308,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1309,STATE_1309,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1312,STATE_1312,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1320,STATE_1320,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1322,STATE_1322,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1326,STATE_1326,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1331,STATE_1331,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1336,STATE_1336,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1337,STATE_1337,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1338,STATE_1338,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1339,STATE_1339,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1340,STATE_1340,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1341,STATE_1341,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1342,STATE_1342,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1343,STATE_1343,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1346,STATE_1346,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1349,STATE_1349,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1355,STATE_1355,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1360,STATE_1360,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1365,STATE_1365,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1371,STATE_1371,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1372,STATE_1372,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1377,STATE_1377,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1382,STATE_1382,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1388,STATE_1388,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1389,STATE_1389,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1390,STATE_1390,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1400,STATE_1400,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1410,STATE_1410,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1411,STATE_1411,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1414,STATE_1414,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1416,STATE_1416,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1417,STATE_1417,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1420,STATE_1420,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1429,STATE_1429,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1440,STATE_1440,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1449,STATE_1449,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1451,STATE_1451,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1452,STATE_1452,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1476,STATE_1476,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1483,STATE_1483,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1504,STATE_1504,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1505,STATE_1505,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1511,STATE_1511,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1512,STATE_1512,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1514,STATE_1514,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1516,STATE_1516,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1520,STATE_1520,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1521,STATE_1521,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1522,STATE_1522,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1533,STATE_1533,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1535,STATE_1535,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1538,STATE_1538,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1546,STATE_1546,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1547,STATE_1547,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1549,STATE_1549,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1550,STATE_1550,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1551,STATE_1551,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1556,STATE_1556,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1565,STATE_1565,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1583,STATE_1583,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1584,STATE_1584,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1585,STATE_1585,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1591,STATE_1591,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1592,STATE_1592,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1593,STATE_1593,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1598,STATE_1598,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1603,STATE_1603,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1606,STATE_1606,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1609,STATE_1609,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1612,STATE_1612,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1613,STATE_1613,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1614,STATE_1614,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1633,STATE_1633,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1634,STATE_1634,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1635,STATE_1635,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1636,STATE_1636,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1639,STATE_1639,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1642,STATE_1642,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1643,STATE_1643,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1645,STATE_1645,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1646,STATE_1646,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1647,STATE_1647,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1650,STATE_1650,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1651,STATE_1651,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1653,STATE_1653,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1660,STATE_1660,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1665,STATE_1665,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1673,STATE_1673,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1674,STATE_1674,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1677,STATE_1677,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1680,STATE_1680,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1685,STATE_1685,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1703,STATE_1703,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1711,STATE_1711,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1713,STATE_1713,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1714,STATE_1714,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1727,STATE_1727,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1735,impassable = yes #we do a substantial amount of trolling,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1736,impassable = yes #we do a substantial amount of trolling,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1742,STATE_1742,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1745,STATE_1745,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1746,STATE_1746,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1748,STATE_1748,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1752,STATE_1752,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1763,STATE_1763,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1765,STATE_1765,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1766,STATE_1766,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1770,STATE_1770,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1776,STATE_1776,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1782,STATE_1782,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1783,STATE_1783,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1787,STATE_1787,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1788,STATE_1788,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1789,STATE_1789,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1790,STATE_1790,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1791,STATE_1791,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1792,STATE_1792,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1793,STATE_1793,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1795,STATE_1795,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1810,STATE_1810,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1812,STATE_1812,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1819,STATE_1819,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1820,STATE_1820,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1824,STATE_1824,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1827,STATE_1827,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1830,STATE_1830,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1831,STATE_1831,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1832,STATE_1832,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1833,STATE_1833,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1841,STATE_1841,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1850,STATE_1850,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1852,STATE_1852,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1854,STATE_1854,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1855,STATE_1855,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1856,STATE_1856,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1857,STATE_1857,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1858,STATE_1858,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1864,STATE_1864,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1869,STATE_1869,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1870,STATE_1870,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1882,STATE_1882,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1883,STATE_1883,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1904,STATE_1904,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1908,STATE_1908,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1922,STATE_1922,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1927,STATE_1927,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1932,STATE_1932,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1933,STATE_1933,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1941,STATE_1941,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1945,STATE_1945,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1947,Madras,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1948,Mysore,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1952,STATE_1952,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1953,STATE_1953,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1955,STATE_1955,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1956,STATE_1956,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1957,STATE_1957,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1958,STATE_1958,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1960,STATE_1960,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1963,STATE_1963,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1966,STATE_1966,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1967,STATE_1967,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1971,STATE_1971,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1980,STATE_1980,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1981,STATE_1981,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1982,STATE_1982,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1983,STATE_1983,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1984,STATE_1984,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,1991,STATE_1991,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,2000,STATE_2000,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,2001,STATE_2001,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,2005,STATE_2005,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,2006,STATE_2006,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,2008,STATE_2008,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,2015,STATE_2015,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,2020,STATE_2020,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,2021,STATE_2021,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,2022,STATE_2022,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,2028,STATE_2028,new_bsr_state,1.000,no TSR state mapped to this BSR state
,,2030,STATE_2030,new_bsr_state,1.000,no TSR state mapped to this BSR state
