bsr_state_id,bsr_state_name,bsr_state_key,tsr_state_id,tsr_state_name,vanilla_english_name,is_split,ratio,bsr_province_count
1047,STATE_1047,STATE_1047,1047,STATE_1047,Bangka-Belitung,False,1.000,3
1048,STATE_1048,STATE_1048,1048,Moselgebiet,Padang,False,1.000,4
1049,STATE_1049,STATE_1049,1049,Prekmurje,Medan and Riouw,False,1.000,1
105,STATE_105,STATE_105,105,STATE_105,Montenegro,False,1.000,2
1050,STATE_1050,STATE_1050,1050,STATE_1050,Atjeh,False,1.000,6
1051,STATE_1051,STATE_1051,1051,STATE_1051,East Java,False,1.000,12
1052,STATE_1052,STATE_1052,1052,STATE_1052,Bali,False,1.000,4
1053,STATE_1053,STATE_1053,1053,STATE_1053,East Nusa Tenggara,False,1.000,13
1054,STATE_1054,STATE_1054,1054,STATE_1054,Dutch Timor,False,1.000,4
1055,STATE_1055,STATE_1055,1055,STATE_1055,East Kalimantan,False,1.000,10
1056,STATE_1056,STATE_1056,1056,STATE_1056,Manado,False,1.000,1
1057,STATE_1057,STATE_1057,1057,STATE_1057,Dutch Papua,False,1.000,1
1058,STATE_1058,STATE_1058,1058,STATE_1058,Batavia,False,1.000,1
1059,STATE_1059,STATE_1059,1059,STATE_1059,Limbang,False,1.000,4
106,STATE_106,STATE_106,106,STATE_106,Macedonia,False,1.000,4
1060,STATE_1060,STATE_1060,1060,STATE_1060,Johor,False,1.000,2
1061,STATE_1061,STATE_1061,1061,STATE_1061,Perlis-Kedah,False,1.000,2
1062,STATE_1062,STATE_1062,1062,STATE_1062,Kelantan-Terengganu,False,1.000,1
1063,STATE_1063,STATE_1063,1063,STATE_1063,Pahang,False,1.000,3
1064,STATE_1064,STATE_1064,1064,STATE_1064,Perak,False,1.000,3
1065,STATE_1065,STATE_1065,1065,STATE_1065,Penang,False,1.000,3
1066,STATE_1066,STATE_1066,1066,STATE_1066,Cochinchina,False,1.000,1
1067,STATE_1067,STATE_1067,1067,STATE_1067,Battambang,False,1.000,1
1068,STATE_1068,STATE_1068,1068,STATE_1068,Bassac,False,1.000,1
1069,STATE_1069,STATE_1069,1069,STATE_1069,Lan Chang,False,1.000,1
107,STATE_107,STATE_107,107,STATE_107,Serbia,False,1.000,10
1070,STATE_1070,STATE_1070,1070,STATE_1070,Bougainville,False,1.000,1
1071,STATE_1071,STATE_1071,1071,STATE_1071,Vanuatu,False,1.000,5
1072,STATE_1072,STATE_1072,1072,STATE_1072,American Samoa,False,1.000,1
1073,STATE_1073,STATE_1073,1073,STATE_1073,Interior Papua,False,1.000,3
1074,STATE_1074,STATE_1074,1074,STATE_1074,Central Western Australia,False,1.000,6
1075,STATE_1075,STATE_1075,1075,STATE_1075,West Queensland,False,1.000,5
1076,STATE_1076,STATE_1076,1076,STATE_1076,Bangkok State,False,1.000,5
1077,STATE_1077,STATE_1077,1077,STATE_1077,Central Siam,False,1.000,1
1078,STATE_1078,STATE_1078,1078,STATE_1078,Eastern Siam,False,1.000,10
1079,STATE_1079,STATE_1079,1079,STATE_1079,Auckland,False,1.000,7
108,STATE_108,STATE_108,108,STATE_108,Morava,False,1.000,3
1080,STATE_1080,STATE_1080,1080,Batavia/Jakarta,Marlborough,False,1.000,8
1081,STATE_1081,STATE_1081,1081,STATE_1081,Otago,False,1.000,6
1082,STATE_1082,STATE_1082,1082,STATE_1082,,False,1.000,15
1083,STATE_1083,STATE_1083,1083,STATE_1083,,False,1.000,2
1084,STATE_1084,STATE_1084,1084,STATE_1084,,False,1.000,6
1085,STATE_1085,STATE_1085,1085,STATE_1085,,False,1.000,8
1086,STATE_1086,STATE_1086,1086,STATE_1086,,False,1.000,4
1087,STATE_1087,STATE_1087,1087,STATE_1087,,False,1.000,2
1088,STATE_1088,STATE_1088,1088,STATE_1088,,False,1.000,4
1089,STATE_1089,STATE_1089,1089,STATE_1089,,False,1.000,1
109,STATE_109,STATE_109,109,Croatia,Croatia,False,1.000,7
1090,STATE_1090,STATE_1090,1090,STATE_1090,,False,1.000,5
1091,STATE_1091,STATE_1091,1091,STATE_1091,,False,1.000,2
1092,STATE_1092,STATE_1092,1092,STATE_1092,,False,1.000,6
1093,STATE_1093,STATE_1093,1093,STATE_1093,,False,1.000,1
1094,STATE_1094,STATE_1094,1094,STATE_1094,,False,1.000,4
1095,STATE_1095,STATE_1095,1095,STATE_1095,,False,1.000,9
1096,STATE_1096,STATE_1096,1096,STATE_1096,,False,1.000,6
1097,STATE_1097,STATE_1097,1097,STATE_1097,,False,1.000,6
1098,STATE_1098,STATE_1098,1098,STATE_1098,,False,1.000,12
1099,STATE_1099,STATE_1099,1099,STATE_1099,,False,1.000,5
11,STATE_11,STATE_11,11,STATE_11,Kaunas,False,1.000,5
110,STATE_110,STATE_110,110,STATE_110,Oslofjord,False,1.000,8
1100,STATE_1100,STATE_1100,1100,STATE_1100,,False,1.000,1
1101,STATE_1101,STATE_1101,1101,Auckland,,False,1.000,3
1102,STATE_1102,STATE_1102,1102,Marlborough,,False,1.000,1
1103,STATE_1103,STATE_1103,1103,Otago,,False,1.000,2
1104,STATE_1104,STATE_1104,,,,False,1.000,2
1105,STATE_1105,STATE_1105,,,,False,1.000,1
1106,STATE_1106,STATE_1106,,,,False,1.000,2
1107,STATE_1107,STATE_1107,,,,False,1.000,4
1108,STATE_1108,STATE_1108,,,,False,1.000,2
1109,STATE_1109,STATE_1109,,,,False,1.000,2
111,Uusimaa,STATE_111,111,UUSIMA,Uusimaa,False,1.000,6
1110,STATE_1110,STATE_1110,,,,False,1.000,4
1111,STATE_1111,STATE_1111,,,,False,1.000,7
1112,STATE_1112,STATE_1112,,,,False,1.000,2
1113,STATE_1113,STATE_1113,,,,False,1.000,1
1114,STATE_1114,STATE_1114,,,,False,1.000,16
1115,STATE_1115,STATE_1115,,,,False,1.000,2
1116,STATE_1116,STATE_1116,,,,False,1.000,3
1117,STATE_1117,STATE_1117,,,,False,1.000,1
1118,STATE_1118,STATE_1118,,,,False,1.000,1
1119,STATE_1119,STATE_1119,,,,False,1.000,5
112,STATE_112,STATE_112,112,STATE_112,Lisbon,False,1.000,5
1120,STATE_1120,STATE_1120,,,,False,1.000,4
1121,STATE_1121,STATE_1121,,,,False,1.000,9
1122,STATE_1122,STATE_1122,,,,False,1.000,10
1123,STATE_1123,STATE_1123,,,,False,1.000,14
1124,STATE_1124,STATE_1124,,,,False,1.000,4
1125,STATE_1125,STATE_1125,,,,False,1.000,1
1126,STATE_1126,STATE_1126,,,,False,1.000,6
1127,STATE_1127,STATE_1127,,,,False,1.000,5
1128,STATE_1128,STATE_1128,,,,False,1.000,7
1129,STATE_1129,STATE_1129,,,,False,1.000,1
113,Leinster,STATE_113,113,Leinster,Leinster,False,1.000,7
1130,STATE_1130,STATE_1130,,,,False,1.000,6
1131,STATE_1131,STATE_1131,,,,False,1.000,5
1132,STATE_1132,STATE_1132,,,,False,1.000,4
1133,STATE_1133,STATE_1133,,,,False,1.000,6
1134,STATE_1134,STATE_1134,,,,False,1.000,7
1135,STATE_1135,STATE_1135,,,,False,1.000,1
1136,STATE_1136,STATE_1136,,,,False,1.000,4
1137,STATE_1137,STATE_1137,,,,False,1.000,4
1138,STATE_1138,STATE_1138,,,,False,1.000,2
1139,STATE_1139,STATE_1139,,,,False,1.000,2
114,STATE_114,STATE_114,114,STATE_114,Sardinia,False,1.000,8
1140,STATE_1140,STATE_1140,,,,False,1.000,2
1141,STATE_1141,STATE_1141,,,,False,1.000,1
1142,STATE_1142,STATE_1142,,,,False,1.000,3
1143,STATE_1143,STATE_1143,,,,False,1.000,2
1144,STATE_1144,STATE_1144,,,,False,1.000,5
1145,STATE_1145,STATE_1145,,,,False,1.000,1
1146,STATE_1146,STATE_1146,,,,False,1.000,2
1147,STATE_1147,STATE_1147,,,,False,1.000,1
1148,STATE_1148,STATE_1148,,,,False,1.000,12
1149,STATE_1149,STATE_1149,,,,False,1.000,7
115,STATE_115,STATE_115,115,STATE_115,Sicily,False,1.000,10
1150,STATE_1150,STATE_1150,,,,False,1.000,1
1151,STATE_1151,STATE_1151,,,,False,1.000,16
1152,STATE_1152,STATE_1152,,,,False,1.000,4
1153,STATE_1153,STATE_1153,,,,False,1.000,1
1154,STATE_1154,STATE_1154,,,,False,1.000,3
1155,STATE_1155,STATE_1155,,,,False,1.000,3
1156,STATE_1156,STATE_1156,,,,False,1.000,1
1157,STATE_1157,STATE_1157,,,,False,1.000,1
1158,STATE_1158,STATE_1158,,,,False,1.000,11
1159,STATE_1159,STATE_1159,,,,False,1.000,2
116,STATE_116,STATE_116,116,STATE_116,Malta,False,1.000,1
1160,STATE_1160,STATE_1160,,,,False,1.000,1
1161,STATE_1161,STATE_1161,,,,False,1.000,9
1162,STATE_1162,STATE_1162,,,,False,1.000,2
1163,Karma,STATE_1163,,,,False,1.000,12
1164,STATE_1164,STATE_1164,,,,False,1.000,4
1165,STATE_1165,STATE_1165,,,,False,1.000,1
1166,STATE_1166,STATE_1166,,,,False,1.000,2
1167,STATE_1167,STATE_1167,,,,False,1.000,10
1168,STATE_1168,STATE_1168,,,,False,1.000,9
1169,STATE_1169,STATE_1169,,,,False,1.000,13
117,STATE_117,STATE_117,117,Campania,Campania,False,1.000,6
1170,STATE_1170,STATE_1170,,,,False,1.000,1
1171,STATE_1171,STATE_1171,,,,False,1.000,5
1172,STATE_1172,STATE_1172,,,,False,1.000,5
1173,STATE_1173,STATE_1173,,,,False,1.000,5
1174,STATE_1174,STATE_1174,,,,False,1.000,1
1175,STATE_1175,STATE_1175,,,,False,1.000,2
1176,STATE_1176,STATE_1176,,,,False,1.000,1
1177,STATE_1177,STATE_1177,,,,False,1.000,1
1178,STATE_1178,STATE_1178,,,,False,1.000,4
1179,STATE_1179,STATE_1179,,,,False,1.000,1
118,STATE_118,STATE_118,118,STATE_118,Gibraltar,False,1.000,1
1180,STATE_1180,STATE_1180,,,,False,1.000,3
1181,STATE_1181,STATE_1181,,,,False,1.000,1
1182,STATE_1182,STATE_1182,,,,False,1.000,2
1183,STATE_1183,STATE_1183,,,,False,1.000,2
1184,STATE_1184,STATE_1184,,,,False,1.000,1
1185,STATE_1185,STATE_1185,,,,False,1.000,2
1186,STATE_1186,STATE_1186,,,,False,1.000,3
1187,STATE_1187,STATE_1187,,,,False,1.000,12
1188,STATE_1188,STATE_1188,,,,False,1.000,1
1189,STATE_1189,STATE_1189,,,,False,1.000,2
119,STATE_119,STATE_119,119,STATE_119,Northern Ireland,False,1.000,2
1190,STATE_1190,STATE_1190,,,,False,1.000,1
1191,STATE_1191,STATE_1191,,,,False,1.000,1
1192,STATE_1192,STATE_1192,,,,False,1.000,1
1193,STATE_1193,STATE_1193,,,,False,1.000,5
1194,STATE_1194,STATE_1194,,,,False,1.000,1
1195,STATE_1195,STATE_1195,,,,False,1.000,4
1196,STATE_1196,STATE_1196,,,,False,1.000,1
1197,STATE_1197,STATE_1197,,,,False,1.000,1
1198,STATE_1198,STATE_1198,,,,False,1.000,2
1199,STATE_1199,STATE_1199,,,,False,1.000,1
12,STATE_12,STATE_12,12,STATE_12,Vidzeme,False,1.000,1
120,STATE_120,STATE_120,120,STATE_120,Scottish Highlands,False,1.000,14
1200,STATE_1200,STATE_1200,,,,False,1.000,5
1201,STATE_1201,STATE_1201,,,,False,1.000,7
1202,STATE_1202,STATE_1202,,,,False,1.000,8
1203,STATE_1203,STATE_1203,,,,False,1.000,4
1204,STATE_1204,STATE_1204,,,,False,1.000,2
1205,STATE_1205,STATE_1205,,,,False,1.000,3
1206,STATE_1206,STATE_1206,,,,False,1.000,3
1207,STATE_1207,STATE_1207,,,,False,1.000,5
1208,STATE_1208,STATE_1208,,,,False,1.000,4
1209,STATE_1209,STATE_1209,,,,False,1.000,1
121,Lothian,STATE_121,121,Lothian,Lothian,False,1.000,6
1210,STATE_1210,STATE_1210,,,,False,1.000,4
1211,STATE_1211,STATE_1211,,,,False,1.000,3
1212,STATE_1212,STATE_1212,,,,False,1.000,3
1213,STATE_1213,STATE_1213,,,,False,1.000,4
1214,STATE_1214,STATE_1214,,,,False,1.000,2
1215,STATE_1215,STATE_1215,,,,False,1.000,1
1216,STATE_1216,STATE_1216,,,,False,1.000,2
1217,STATE_1217,STATE_1217,,,,False,1.000,2
1218,STATE_1218,STATE_1218,,,,False,1.000,2
1219,STATE_1219,STATE_1219,,,,False,1.000,4
122,STATE_122,STATE_122,122,STATE_122,Wales,False,1.000,8
1220,STATE_1220,STATE_1220,,,,False,1.000,3
1221,STATE_1221,STATE_1221,,,,False,1.000,2
1222,STATE_1222,STATE_1222,,,,False,1.000,3
1223,STATE_1223,STATE_1223,,,,False,1.000,2
1224,STATE_1224,STATE_1224,,,,False,1.000,1
1225,STATE_1225,STATE_1225,,,,False,1.000,3
1226,STATE_1226,STATE_1226,,,,False,1.000,4
1227,STATE_1227,STATE_1227,,,,False,1.000,1
1228,STATE_1228,STATE_1228,,,,False,1.000,2
1229,STATE_1229,STATE_1229,,,,False,1.000,1
123,STATE_123,STATE_123,123,STATE_123,South-West England,False,1.000,2
1230,STATE_1230,STATE_1230,,,,False,1.000,2
1231,STATE_1231,STATE_1231,,,,False,1.000,1
1232,STATE_1232,STATE_1232,,,,False,1.000,1
1233,STATE_1233,STATE_1233,,,,False,1.000,5
1234,STATE_1234,STATE_1234,,,,False,1.000,1
1235,STATE_1235,STATE_1235,,,,False,1.000,1
1236,STATE_1236,STATE_1236,,,,False,1.000,1
1237,STATE_1237,STATE_1237,,,,False,1.000,2
1238,STATE_1238,STATE_1238,,,,False,1.000,2
1239,STATE_1239,STATE_1239,,,,False,1.000,1
124,STATE_124,STATE_124,124,STATE_124,Gotland,False,1.000,2
1240,STATE_1240,STATE_1240,,,,False,1.000,1
1241,STATE_1241,STATE_1241,,,,False,1.000,4
1242,STATE_1242,STATE_1242,,,,False,1.000,2
1243,STATE_1243,STATE_1243,,,,False,1.000,3
1244,STATE_1244,STATE_1244,,,,False,1.000,5
1245,STATE_1245,STATE_1245,,,,False,1.000,2
1246,STATE_1246,STATE_1246,,,,False,1.000,3
1247,STATE_1247,STATE_1247,,,,False,1.000,3
1248,STATE_1248,STATE_1248,,,,False,1.000,3
1249,STATE_1249,STATE_1249,,,,False,1.000,2
125,STATE_125,STATE_125,125,STATE_125,East Anglia,False,1.000,7
1250,STATE_1250,STATE_1250,,,,False,1.000,5
1251,STATE_1251,STATE_1251,,,,False,1.000,1
1252,STATE_1252,STATE_1252,,,,False,1.000,1
1253,STATE_1253,STATE_1253,,,,False,1.000,6
1254,STATE_1254,STATE_1254,,,,False,1.000,12
1255,STATE_1255,STATE_1255,,,,False,1.000,25
1256,STATE_1256,STATE_1256,,,,False,1.000,2
1257,STATE_1257,STATE_1257,,,,False,1.000,4
1258,STATE_1258,STATE_1258,,,,False,1.000,1
1259,STATE_1259,STATE_1259,,,,False,1.000,8
126,STATE_126,STATE_126,126,STATE_126,Greater London Area,False,1.000,3
1260,STATE_1260,STATE_1260,,,,False,1.000,2
1261,STATE_1261,STATE_1261,,,,False,1.000,3
1262,STATE_1262,STATE_1262,,,,False,1.000,1
1263,STATE_1263,STATE_1263,,,,False,1.000,2
1264,STATE_1264,STATE_1264,,,,False,1.000,5
1265,STATE_1265,STATE_1265,,,,False,1.000,1
1266,STATE_1266,STATE_1266,,,,False,1.000,1
1267,STATE_1267,STATE_1267,,,,False,1.000,1
1268,STATE_1268,STATE_1268,,,,False,1.000,4
1269,STATE_1269,STATE_1269,,,,False,1.000,3
127,Sussex,STATE_127,127,Sussex,Sussex,False,1.000,5
1270,STATE_1270,STATE_1270,,,,False,1.000,1
1271,STATE_1271,STATE_1271,,,,False,1.000,1
1272,STATE_1272,STATE_1272,,,,False,1.000,4
1273,STATE_1273,STATE_1273,,,,False,1.000,1
1274,STATE_1274,STATE_1274,,,,False,1.000,4
1275,STATE_1275,STATE_1275,,,,False,1.000,1
1276,STATE_1276,STATE_1276,,,,False,1.000,8
1277,STATE_1277,STATE_1277,,,,False,1.000,6
1278,STATE_1278,STATE_1278,,,,False,1.000,6
1279,STATE_1279,STATE_1279,,,,False,1.000,8
128,STATE_128,STATE_128,128,STATE_128,West Midlands,False,1.000,3
1280,STATE_1280,STATE_1280,,,,False,1.000,3
1281,STATE_1281,STATE_1281,,,,False,1.000,2
1282,STATE_1282,STATE_1282,,,,False,1.000,1
1283,STATE_1283,STATE_1283,,,,False,1.000,1
1284,STATE_1284,STATE_1284,,,,False,1.000,2
1285,STATE_1285,STATE_1285,,,,False,1.000,3
1286,STATE_1286,STATE_1286,,,,False,1.000,1
1287,STATE_1287,STATE_1287,,,,False,1.000,5
1288,STATE_1288,STATE_1288,,,,False,1.000,6
1289,STATE_1289,STATE_1289,,,,False,1.000,2
129,STATE_129,STATE_129,129,STATE_129,East Midlands,False,1.000,4
1290,STATE_1290,STATE_1290,,,,False,1.000,1
1291,STATE_1291,STATE_1291,,,,False,1.000,2
1292,STATE_1292,STATE_1292,,,,False,1.000,1
1293,STATE_1293,STATE_1293,,,,False,1.000,3
1294,STATE_1294,STATE_1294,,,,False,1.000,1
1295,STATE_1295,STATE_1295,,,,False,1.000,4
1296,STATE_1296,STATE_1296,,,,False,1.000,3
1297,STATE_1297,STATE_1297,,,,False,1.000,1
1298,STATE_1298,STATE_1298,,,,False,1.000,1
1299,STATE_1299,STATE_1299,,,,False,1.000,3
13,STATE_13,STATE_13,13,STATE_13,Pärnu,False,1.000,11
130,STATE_130,STATE_130,130,STATE_130,Yorkshire,False,1.000,9
1300,STATE_1300,STATE_1300,,,,False,1.000,3
1301,STATE_1301,STATE_1301,,,,False,1.000,1
1302,STATE_1302,STATE_1302,,,,False,1.000,1
1303,STATE_1303,STATE_1303,,,,False,1.000,1
1304,STATE_1304,STATE_1304,,,,False,1.000,1
1305,STATE_1305,STATE_1305,,,,False,1.000,2
1306,STATE_1306,STATE_1306,,,,False,1.000,3
1307,STATE_1307,STATE_1307,,,,False,1.000,5
1308,STATE_1308,STATE_1308,,,,False,1.000,6
1309,STATE_1309,STATE_1309,,,,False,1.000,3
131,STATE_131,STATE_131,131,STATE_131,Northumberland,False,1.000,4
1310,STATE_1310,STATE_1310,,,,False,1.000,2
1311,STATE_1311,STATE_1311,,,,False,1.000,6
1312,STATE_1312,STATE_1312,,,,False,1.000,3
1313,STATE_1313,STATE_1313,,,,False,1.000,1
1314,STATE_1314,STATE_1314,,,,False,1.000,2
1315,STATE_1315,STATE_1315,,,,False,1.000,4
1316,STATE_1316,STATE_1316,,,,False,1.000,9
1317,STATE_1317,STATE_1317,,,,False,1.000,4
1318,STATE_1318,STATE_1318,,,,False,1.000,5
1319,STATE_1319,STATE_1319,,,,False,1.000,1
132,Lancashire,STATE_132,132,Lancashire,Lancashire,False,1.000,4
1320,STATE_1320,STATE_1320,,,,False,1.000,13
1321,STATE_1321,STATE_1321,,,,False,1.000,3
1322,STATE_1322,STATE_1322,,,,False,1.000,1
1323,STATE_1323,STATE_1323,,,,False,1.000,2
1324,STATE_1324,STATE_1324,,,,False,1.000,1
1325,STATE_1325,STATE_1325,,,,False,1.000,1
1326,STATE_1326,STATE_1326,,,,False,1.000,4
1327,STATE_1327,STATE_1327,,,,False,1.000,3
1328,STATE_1328,STATE_1328,,,,False,1.000,1
1329,STATE_1329,STATE_1329,,,,False,1.000,3
133,Lanark,STATE_133,133,Lanark,Lanark,False,1.000,8
1330,STATE_1330,STATE_1330,,,,False,1.000,10
1331,STATE_1331,STATE_1331,,,,False,1.000,14
1332,STATE_1332,STATE_1332,,,,False,1.000,1
1333,STATE_1333,STATE_1333,,,,False,1.000,2
1334,STATE_1334,STATE_1334,,,,False,1.000,1
1335,STATE_1335,STATE_1335,,,,False,1.000,5
1336,STATE_1336,STATE_1336,,,,False,1.000,1
1337,STATE_1337,STATE_1337,,,,False,1.000,1
1338,STATE_1338,STATE_1338,,,,False,1.000,1
1339,STATE_1339,STATE_1339,,,,False,1.000,1
134,STATE_134,STATE_134,134,STATE_134,Connaught,False,1.000,8
1340,STATE_1340,STATE_1340,,,,False,1.000,1
1341,STATE_1341,STATE_1341,,,,False,1.000,1
1342,STATE_1342,STATE_1342,,,,False,1.000,5
1343,STATE_1343,STATE_1343,,,,False,1.000,3
1344,STATE_1344,STATE_1344,,,,False,1.000,1
1345,STATE_1345,STATE_1345,,,,False,1.000,3
1346,STATE_1346,STATE_1346,,,,False,1.000,1
1347,STATE_1347,STATE_1347,,,,False,1.000,1
1348,STATE_1348,STATE_1348,,,,False,1.000,1
1349,STATE_1349,STATE_1349,,,,False,1.000,1
135,STATE_135,STATE_135,135,STATE_135,Munster,False,1.000,10
1350,STATE_1350,STATE_1350,,,,False,1.000,1
1351,STATE_1351,STATE_1351,,,,False,1.000,1
1352,STATE_1352,STATE_1352,,,,False,1.000,2
1353,STATE_1353,STATE_1353,,,,False,1.000,1
1354,STATE_1354,STATE_1354,,,,False,1.000,1
1355,STATE_1355,STATE_1355,,,,False,1.000,1
1356,STATE_1356,STATE_1356,,,,False,1.000,2
1357,STATE_1357,STATE_1357,,,,False,1.000,2
1358,STATE_1358,STATE_1358,,,,False,1.000,3
1359,STATE_1359,STATE_1359,,,,False,1.000,3
136,STATE_136,STATE_136,136,STATE_136,Aberdeenshire,False,1.000,7
1360,STATE_1360,STATE_1360,,,,False,1.000,7
1361,STATE_1361,STATE_1361,,,,False,1.000,6
1362,STATE_1362,STATE_1362,,,,False,1.000,8
1363,STATE_1363,STATE_1363,,,,False,1.000,1
1364,STATE_1364,STATE_1364,,,,False,1.000,1
1365,STATE_1365,STATE_1365,,,,False,1.000,1
1366,STATE_1366,STATE_1366,,,,False,1.000,2
1367,STATE_1367,STATE_1367,,,,False,1.000,1
1368,STATE_1368,STATE_1368,,,,False,1.000,3
1369,STATE_1369,STATE_1369,,,,False,1.000,2
137,STATE_137,STATE_137,137,STATE_137,Crimea,False,1.000,3
1370,STATE_1370,STATE_1370,,,,False,1.000,2
1371,STATE_1371,STATE_1371,,,,False,1.000,25
1372,STATE_1372,STATE_1372,,,,False,1.000,3
1373,STATE_1373,STATE_1373,,,,False,1.000,1
1374,STATE_1374,STATE_1374,,,,False,1.000,1
1375,STATE_1375,STATE_1375,,,,False,1.000,1
1376,STATE_1376,STATE_1376,,,,False,1.000,2
1377,STATE_1377,STATE_1377,,,,False,1.000,1
1378,Northern Hungary,STATE_1378,,,,False,1.000,5
1379,STATE_1379,STATE_1379,,,,False,1.000,3
138,STATE_138,STATE_138,138,STATE_138,Skåne,False,1.000,9
1380,STATE_1380,STATE_1380,,,,False,1.000,2
1381,STATE_1381,STATE_1381,,,,False,1.000,1
1382,STATE_1382,STATE_1382,,,,False,1.000,9
1383,STATE_1383,STATE_1383,,,,False,1.000,4
1384,STATE_1384,STATE_1384,,,,False,1.000,2
1385,STATE_1385,STATE_1385,,,,False,1.000,1
1386,STATE_1386,STATE_1386,,,,False,1.000,1
1387,STATE_1387,STATE_1387,,,,False,1.000,1
1388,STATE_1388,STATE_1388,,,,False,1.000,1
1389,STATE_1389,STATE_1389,,,,False,1.000,1
139,STATE_139,STATE_139,139,STATE_139,Småland,False,1.000,21
1390,STATE_1390,STATE_1390,,,,False,1.000,2
1391,STATE_1391,STATE_1391,,,,False,1.000,2
