bsr_state_id,bsr_state_name,current_selected_tsr_state_id,current_selected_tsr_state_name,current_mapping_type,manual_decision,manual_tsr_state_id,reviewer_notes
176,STATE_176,176,STATE_176,split,approve_selected,,Phase2: conf=1.0 issues=2 auto approve
177,STATE_177,177,STATE_177,split,approve_selected,,Phase2: conf=1.0 issues=2 auto approve
179,STATE_179,179,STATE_179,split,approve_selected,,Phase3: conf=1.0 issues=3 auto approve
180,STATE_180,180,STATE_180,split,approve_selected,,Phase3: conf=1.0 issues=3 auto approve
182,STATE_182,182,STATE_182,split,approve_selected,,Phase2: conf=1.0 issues=2 auto approve
183,STATE_183,183,STATE_183,split,approve_selected,,Phase3: conf=1.0 issues=4 auto approve
184,STATE_184,184,STATE_184,merge,approve_selected,,Phase5: low-conf auto approve (manual review recommended post-import)
185,STATE_185,185,STATE_185,merge,approve_selected,,Phase4a: conf=0.8 owner/core conflict auto approve
186,STATE_186,186,STATE_186,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
187,STATE_187,187,STATE_187,split,approve_selected,,Phase4a: conf=1.0 owner/core conflict auto approve
188,STATE_188,188,STATE_188,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
189,STATE_189,189,STATE_189,merge,approve_selected,,Phase4b: conf=0.667 owner/core conflict auto approve
190,STATE_190,190,STATE_190,merge,approve_selected,,Phase3: conf=1.0 issues=3 auto approve
191,STATE_191,191,STATE_191,merge,approve_selected,,Phase3: conf=1.0 issues=3 auto approve
192,STATE_192,192,STATE_192,merge,approve_selected,,Phase3: conf=1.0 issues=3 auto approve
193,STATE_193,193,Chernihiv,split,approve_selected,,Phase3: conf=1.0 issues=3 auto approve
194,Mozyr,194,Mozyr,split,approve_selected,,Phase4b: conf=0.714 owner/core conflict auto approve
195,STATE_195,195,STATE_195,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
196,STATE_196,196,STATE_196,split,approve_selected,,Phase3: conf=1.0 issues=3 auto approve
197,STATE_197,197,STATE_197,merge,approve_selected,,Phase3: conf=1.0 issues=3 auto approve
198,STATE_198,198,STATE_198,split,approve_selected,,Phase3: conf=1.0 issues=3 auto approve
199,STATE_199,199,STATE_199,split,approve_selected,,Phase2: conf=1.0 issues=2 auto approve
200,Zaporozhe,200,Zaporozhe,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
201,STATE_201,201,STATE_201,merge,approve_selected,,Phase4b: conf=0.75 owner/core conflict auto approve
202,STATE_202,202,STATE_202,split,approve_selected,,Phase3: conf=1.0 issues=3 auto approve
203,STATE_203,203,STATE_203,split,approve_selected,,Phase2: conf=1.0 issues=2 auto approve
204,STATE_204,204,Bobruysk,merge,approve_selected,,Phase4b: conf=0.5 owner/core conflict auto approve
205,Kaluga,205,Kaluga,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
206,STATE_206,206,STATE_206,merge,approve_selected,,Phase4b: conf=0.6 owner/core conflict auto approve
207,STATE_207,207,STATE_207,split,approve_selected,,Phase2: conf=1.0 issues=2 auto approve
208,STATE_208,208,Luga,same_id_same_area,approve_selected,,Phase4a: conf=0.9 owner/core conflict auto approve
209,STATE_209,209,Pskov,same_id_same_area,approve_selected,,Phase4a: conf=0.917 owner/core conflict auto approve
210,Nevel,210,Nevel,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
211,STATE_211,211,STATE_211,split,approve_selected,,Phase3: conf=1.0 issues=4 auto approve
212,STATE_212,212,STATE_212,split,approve_selected,,Phase3: conf=1.0 issues=3 auto approve
213,STATE_213,213,STATE_213,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
214,STATE_214,,,new_bsr_state,keep_bsr,,Phase1: new_bsr_state auto keep_bsr
215,STATE_215,215,STATE_215,split,approve_selected,,Phase4b: conf=0.636 owner/core conflict auto approve
216,STATE_216,216,STATE_216,merge,approve_selected,,Phase4a: conf=0.95 owner/core conflict auto approve
217,STATE_217,217,STATE_217,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
218,STATE_218,218,STATE_218,same_name,approve_selected,,Phase4b: conf=0.75 owner/core conflict auto approve
219,STATE_219,219,STATE_219,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
220,STATE_220,220,STATE_220,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
221,STATE_221,221,STATE_221,merge,approve_selected,,Phase3: conf=1.0 issues=4 auto approve
222,STATE_222,222,STATE_222,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
223,STATE_223,223,STATE_223,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
224,STATE_224,224,STATE_224,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
225,STATE_225,225,Sumy,merge,approve_selected,,Phase4a: conf=0.909 owner/core conflict auto approve
226,STATE_226,226,Dnipropertovsk,split,approve_selected,,Phase3: conf=1.0 issues=3 auto approve
227,STATE_227,227,STATE_227,split,approve_selected,,Phase3: conf=1.0 issues=3 auto approve
228,Voroshilovgrad,228,Voroshilovgrad,split,approve_selected,,Phase4a: conf=0.889 owner/core conflict auto approve
229,STATE_229,229,STATE_229,split,approve_selected,,Phase4a: conf=1.0 owner/core conflict auto approve
230,STATE_230,230,STATE_230,split,approve_selected,,Phase3: conf=1.0 issues=3 auto approve
231,STATE_231,231,STATE_231,split,approve_selected,,Phase3: conf=1.0 issues=3 auto approve
232,STATE_232,232,Dagestan,split,approve_selected,,Phase5: low-conf auto approve (manual review recommended post-import)
233,STATE_233,233,STATE_233,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=1 auto approve
234,STATE_234,234,STATE_234,same_id_same_area,approve_selected,,Phase4a: conf=0.9 owner/core conflict auto approve
235,STATE_235,235,STATE_235,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
236,STATE_236,236,STATE_236,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
237,STATE_237,237,STATE_237,same_id_same_area,approve_selected,,Phase4a: conf=0.909 owner/core conflict auto approve
238,STATE_238,238,STATE_238,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
239,STATE_239,239,STATE_239,same_id_same_area,approve_selected,,Phase4a: conf=0.9 owner/core conflict auto approve
240,Belgorod,240,Belgorod,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
241,Gomel,241,Gomel,split,approve_selected,,Phase2: conf=1.0 issues=2 auto approve
242,STATE_242,,,new_bsr_state,keep_bsr,,Phase1: new_bsr_state auto keep_bsr
243,STATE_243,243,STATE_243,same_name,approve_selected,,Phase4b: conf=0.75 owner/core conflict auto approve
244,STATE_244,244,Volkhov,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
245,STATE_245,245,Millerovo,same_id_same_area,approve_selected,,Phase4a: conf=0.917 owner/core conflict auto approve
246,STATE_246,246,STATE_246,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
247,STATE_247,247,STATE_247,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
248,STATE_248,248,STATE_248,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
249,STATE_249,249,STATE_249,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
250,STATE_250,250,STATE_250,same_id_same_area,approve_selected,,Phase4a: conf=0.923 owner/core conflict auto approve
251,STATE_251,251,STATE_251,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
252,STATE_252,252,STATE_252,same_id_same_area,approve_selected,,Phase4a: conf=0.973 owner/core conflict auto approve
253,STATE_253,253,STATE_253,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
254,STATE_254,254,STATE_254,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
255,STATE_255,255,STATE_255,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
256,STATE_256,833,STATE_833,same_name,approve_selected,,Phase4a: conf=0.941 owner/core conflict auto approve
257,Tambov,257,Tambov,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
258,STATE_258,258,STATE_258,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
259,STATE_259,259,Poltava,merge,approve_selected,,Phase4a: conf=0.9 owner/core conflict auto approve
260,Voronezh,260,Voronezh,same_id_same_area,approve_selected,,Phase4a: conf=0.95 owner/core conflict auto approve
261,STATE_261,261,STATE_261,split,approve_selected,,Phase3: conf=1.0 issues=4 auto approve
262,STATE_262,,,new_bsr_state,keep_bsr,,Phase1: new_bsr_state auto keep_bsr
263,STATE_263,263,STATE_263,same_name,approve_selected,,Phase4b: conf=0.75 owner/core conflict auto approve
264,STATE_264,264,STATE_264,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
265,STATE_265,265,STATE_265,same_id_same_area,approve_selected,,Phase4a: conf=0.9 owner/core conflict auto approve
266,Tehran,266,Tehran,split,approve_selected,,Phase3: conf=1.0 issues=3 auto approve
267,STATE_267,267,Kabul,merge,approve_selected,,Phase4c: conf=0.6 resource/building dist auto approve
268,STATE_268,268,STATE_268,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
269,STATE_269,269,STATE_269,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
271,STATE_271,271,STATE_271,merge,approve_selected,,Phase4b: conf=0.75 owner/core conflict auto approve
272,STATE_272,272,STATE_272,split,approve_selected,,Phase3: conf=1.0 issues=3 auto approve
273,STATE_273,273,Libyan Desert,split,approve_selected,,Phase2: conf=1.0 issues=2 auto approve
274,STATE_274,274,STATE_274,split,approve_selected,,Phase3: conf=1.0 issues=3 auto approve
275,STATE_275,275,Transvaal,split,approve_selected,,Phase3: conf=1.0 issues=4 auto approve
276,STATE_276,276,Southern Ontario,split,approve_selected,,Phase3: conf=1.0 issues=3 auto approve
277,STATE_277,277,STATE_277,split,approve_selected,,Phase3: conf=1.0 issues=4 auto approve
278,Pampas,278,Pampas,split,approve_selected,,Phase3: conf=1.0 issues=3 auto approve
279,Santiago,279,Santiago,split,approve_selected,,Phase4c: conf=0.833 resource/building dist auto approve
280,STATE_280,280,STATE_280,merge,approve_selected,,Phase4c: conf=0.667 resource/building dist auto approve
282,STATE_282,282,Kanto,split,approve_selected,,Phase3: conf=1.0 issues=3 auto approve
283,STATE_283,1045,STATE_1045,same_name,approve_selected,,Phase2: conf=1.0 issues=1 auto approve
284,North Island,1101,Auckland,merge,approve_selected,,Phase4c: conf=1.0 resource/building dist auto approve
285,STATE_285,285,STATE_285,split,approve_selected,,Phase3: conf=1.0 issues=4 auto approve
286,STATE_286,1088,STATE_1088,split,approve_selected,,Phase4a: conf=0.875 owner/core conflict auto approve
287,STATE_287,287,STATE_287,same_id_same_area,approve_selected,,Phase2: conf=1.0 issues=0 auto approve
288,STATE_288,288,STATE_288,merge,approve_selected,,Phase3: conf=1.0 issues=4 auto approve
289,STATE_289,289,STATE_289,merge,approve_selected,,Phase3: conf=1.0 issues=4 auto approve
290,STATE_290,,,new_bsr_state,keep_bsr,,Phase1: new_bsr_state auto keep_bsr
291,STATE_291,1011,STATE_1011,merge,approve_selected,,Phase4b: conf=0.6 owner/core conflict auto approve
292,STATE_292,854,STATE_854,merge,approve_selected,,Phase3: conf=1.0 issues=3 auto approve
293,STATE_293,293,STATE_293,split,approve_selected,,Phase3: conf=1.0 issues=3 auto approve
294,STATE_294,294,STATE_294,merge,approve_selected,,Phase3: conf=1.0 issues=4 auto approve
295,STATE_295,888,STATE_888,merge,approve_selected,,Phase4c: conf=0.75 resource/building dist auto approve
297,Malabo,297,Equatorial Guinea,split,approve_selected,,Phase2: conf=1.0 issues=2 auto approve
299,STATE_299,,,new_bsr_state,keep_bsr,,Phase1: new_bsr_state auto keep_bsr
300,STATE_300,946,STATE_946,merge,approve_selected,,Phase4c: conf=1.0 resource/building dist auto approve
301,STATE_301,301,STATE_301,split,approve_selected,,Phase3: conf=1.0 issues=3 auto approve
